Rechnungsnummer,datum,phase,Empfänger Land,Empfänger PLZ,plz_norm,plz_ok,Tonnage (eff.),Lademeter,Erlöse Fracht,Erlöse Diesel,Erlöse Maut,status
4251000024,2025-09-29,in_dlv_2025,FR,12000,12000,True,93.0,0.0,92.17,2.3,0.0,beurteilbar
4251000024,2025-09-29,in_dlv_2025,FR,72700,72700,True,23.25,0.0,18.776,0.4695,0.0,beurteilbar
4251000024,2025-09-29,in_dlv_2025,FR,72700,72700,True,159.0,0.0,128.404,3.2105,0.0,beurteilbar
4251000022,2025-09-30,in_dlv_2025,CH,8304,8304,True,38.75,0.0,11.0602,0.2764,0.0,beurteilbar
4251000022,2025-09-30,in_dlv_2025,CH,6260,6260,True,0.1,0.0,0.1512,0.0038,0.0,beurteilbar
4251000022,2025-09-30,in_dlv_2025,CH,8304,8304,True,506.0,0.0,144.4257,3.6093,0.0,beurteilbar
4251000024,2025-09-30,in_dlv_2025,FR,72230,72230,True,584.0,0.0,302.04,7.55,0.0,beurteilbar
4251000022,2025-09-30,in_dlv_2025,CH,5436,5436,True,16.23,0.0,54.25,1.36,0.0,beurteilbar
4251000022,2025-09-30,in_dlv_2025,CH,8302,8302,True,13.85,0.0,4.4497,0.1114,0.0,beurteilbar
4251000024,2025-09-30,in_dlv_2025,FR,14320,14320,True,153.0,0.0,147.18,3.68,0.0,beurteilbar
4251000022,2025-09-30,in_dlv_2025,CH,8304,8304,True,10.42,0.0,2.9741,0.0743,0.0,beurteilbar
4251000022,2025-10-01,in_dlv_2025,CH,6260,6260,True,1.97,0.0,2.9785,0.0742,0.0,beurteilbar
2560101,2025-10-01,in_dlv_2025,AT,4020,4020,True,0.0,0.0,2.215,0.0443,0.0,t_zero
4251000022,2025-10-01,in_dlv_2025,CH,9445,9445,True,1.22,0.0,0.8973,0.0224,0.0,beurteilbar
4251000024,2025-10-01,in_dlv_2025,FR,01700,01700,True,316.1,0.0,298.28,7.46,0.0,beurteilbar
2560101,2025-10-01,in_dlv_2025,AT,4020,4020,True,0.0,0.0,16.7325,0.335,0.0,t_zero
4251000560,2025-10-01,in_dlv_2025,FR,59930,59930,True,110.0,0.0,147.18,2.94,0.0,beurteilbar
4251000022,2025-10-01,in_dlv_2025,CH,6260,6260,True,2.97,0.0,4.4904,0.1119,0.0,beurteilbar
2560101,2025-10-01,in_dlv_2025,AT,5300,5300,True,0.0,0.0,31.547,0.6319,0.0,t_zero
4251000560,2025-10-01,in_dlv_2025,FR,72230,72230,True,391.0,0.0,263.72,5.27,0.0,beurteilbar
4251000022,2025-10-01,in_dlv_2025,CH,6260,6260,True,0.69,0.0,1.0432,0.026,0.0,beurteilbar
4251000022,2025-10-01,in_dlv_2025,CH,8302,8302,True,460.04,0.0,147.8003,3.6986,0.0,beurteilbar
2560101,2025-10-01,in_dlv_2025,AT,4020,4020,True,0.0,0.0,143.5683,2.8744,0.0,t_zero
2560101,2025-10-01,in_dlv_2025,AT,7100,7100,True,5.18,0.0,35.14,0.7,0.0,beurteilbar
2560101,2025-10-01,in_dlv_2025,AT,4020,4020,True,0.0,0.0,6.8708,0.1376,0.0,t_zero
2560101,2025-10-01,in_dlv_2025,AT,4020,4020,True,0.0,0.0,7.0178,0.1405,0.0,t_zero
2560101,2025-10-01,in_dlv_2025,AT,5023,5023,True,346.0,0.0,97.28,1.95,0.0,beurteilbar
2560101,2025-10-01,in_dlv_2025,ES,13250,13250,True,262.0,0.0,181.95,3.64,0.0,beurteilbar
4251000024,2025-10-01,in_dlv_2025,FR,01700,01700,True,3677.0,0.0,1299.07,32.48,0.0,beurteilbar
4251000022,2025-10-01,in_dlv_2025,CH,4500,4500,True,16.68,0.0,54.25,1.36,0.0,beurteilbar
4251000022,2025-10-01,in_dlv_2025,CH,6260,6260,True,10.13,0.0,15.3159,0.3818,0.0,beurteilbar
2560101,2025-10-01,in_dlv_2025,AT,4020,4020,True,0.0,0.0,10.1502,0.2021,0.0,t_zero
4251000022,2025-10-01,in_dlv_2025,CH,6260,6260,True,18.23,0.0,27.5625,0.6871,0.0,beurteilbar
4251000022,2025-10-01,in_dlv_2025,CH,6260,6260,True,2.79,0.0,4.2183,0.1052,0.0,beurteilbar
2560101,2025-10-01,in_dlv_2025,AT,5300,5300,True,0.0,0.0,25.4214,0.5092,0.0,t_zero
4251000022,2025-10-01,in_dlv_2025,CH,9445,9445,True,120.0,0.0,88.2627,2.2076,0.0,beurteilbar
2560101,2025-10-01,in_dlv_2025,AT,4020,4020,True,8.5,0.0,2.9055,0.0582,0.0,beurteilbar
2560101,2025-10-01,in_dlv_2025,AT,5300,5300,True,33.9,0.0,10.383,0.208,0.0,beurteilbar
2560101,2025-10-01,in_dlv_2025,AT,4020,4020,True,0.0,0.0,21.9898,0.4379,0.0,t_zero
2560101,2025-10-01,in_dlv_2025,AT,4075,4075,True,397.0,0.0,102.24,2.04,0.0,beurteilbar
2560101,2025-10-01,in_dlv_2025,AT,5322,5322,True,352.0,0.0,97.28,1.95,0.0,beurteilbar
2560101,2025-10-02,in_dlv_2025,GB,WS13 8SY,WS138SY,True,75.0,0.0,33.7552,0.675,0.0,beurteilbar
2560101,2025-10-02,in_dlv_2025,GB,WS13 8SY,WS138SY,True,437.8,0.0,197.0383,3.94,0.0,beurteilbar
2560101,2025-10-02,in_dlv_2025,GB,WS13 8SY,WS138SY,True,54.0,0.0,24.303,0.486,0.0,beurteilbar
2560101,2025-10-02,in_dlv_2025,GB,WS13 8SY,WS138SY,True,29.79,0.0,13.4076,0.2681,0.0,beurteilbar
2560101,2025-10-02,in_dlv_2025,GB,WS13 8SY,WS138SY,True,0.75,0.0,0.3375,0.0067,0.0,beurteilbar
2560101,2025-10-02,in_dlv_2025,GB,WS13 8SY,WS138SY,True,0.34,0.0,0.1534,0.0031,0.0,beurteilbar
2560101,2025-10-02,in_dlv_2025,GB,WS13 8SY,WS138SY,True,6.38,0.0,2.8717,0.0574,0.0,beurteilbar
2560101,2025-10-02,in_dlv_2025,IT,20010,20010,True,44.26,0.0,44.96,0.9,0.0,beurteilbar
4251011137,2025-10-02,in_dlv_2025,CH,9445,9445,True,97.0,0.0,57.41,1.15,0.0,beurteilbar
2560101,2025-10-02,in_dlv_2025,FR,77170,77170,True,156.0,0.0,55.9506,1.1187,0.0,beurteilbar
2560101,2025-10-02,in_dlv_2025,GB,WS13 8SY,WS138SY,True,480.0,0.0,216.0323,4.3198,0.0,beurteilbar
2560101,2025-10-02,in_dlv_2025,GB,WS13 8SY,WS138SY,True,1.74,0.0,0.783,0.0157,0.0,beurteilbar
2560101,2025-10-02,in_dlv_2025,GB,WS13 8SY,WS138SY,True,0.4,0.0,0.1804,0.0036,0.0,beurteilbar
2560101,2025-10-02,in_dlv_2025,GB,WS13 8SY,WS138SY,True,439.0,0.0,197.5795,3.9508,0.0,beurteilbar
2560101,2025-10-02,in_dlv_2025,GB,WS13 8SY,WS138SY,True,130.0,0.0,58.5087,1.1699,0.0,beurteilbar
2560101,2025-10-02,in_dlv_2025,GB,WS13 8SY,WS138SY,True,3.69,0.0,1.6605,0.0332,0.0,beurteilbar
4251000560,2025-10-02,in_dlv_2025,FR,01160,01160,True,0.0,0.0,88.9068,1.7777,0.0,t_zero
2560101,2025-10-02,in_dlv_2025,ES,48500,48500,True,52.3,0.0,64.9,1.3,0.0,beurteilbar
2560101,2025-10-02,in_dlv_2025,IT,46010,46010,True,39.22,0.0,44.2746,0.8876,0.0,beurteilbar
2560101,2025-10-02,in_dlv_2025,IT,36016,36016,True,304.0,0.0,149.36,2.99,0.0,beurteilbar
2560101,2025-10-02,in_dlv_2025,FR,77170,77170,True,47.12,0.0,16.8998,0.3379,0.0,beurteilbar
4251000560,2025-10-02,in_dlv_2025,FR,01160,01160,True,702.0,0.0,430.32,8.61,0.0,beurteilbar
2560101,2025-10-02,in_dlv_2025,GB,WS13 8SY,WS138SY,True,0.39,0.0,0.1755,0.0035,0.0,beurteilbar
2560101,2025-10-02,in_dlv_2025,GB,WS13 8SY,WS138SY,True,121.0,0.0,54.4575,1.0889,0.0,beurteilbar
4251000560,2025-10-02,in_dlv_2025,FR,01160,01160,True,0.0,0.0,60.5869,1.2115,0.0,t_zero
2560101,2025-10-02,in_dlv_2025,ES,48006,48006,True,572.0,0.0,264.6,5.29,0.0,beurteilbar
2560101,2025-10-02,in_dlv_2025,FR,77170,77170,True,137.0,0.0,49.1363,0.9824,0.0,beurteilbar
2560101,2025-10-02,in_dlv_2025,FR,77170,77170,True,0.75,0.0,0.2688,0.0054,0.0,beurteilbar
2560101,2025-10-02,in_dlv_2025,GB,WS13 8SY,WS138SY,True,11.65,0.0,5.2428,0.1048,0.0,beurteilbar
2560101,2025-10-02,in_dlv_2025,GB,WS13 8SY,WS138SY,True,0.47,0.0,0.2111,0.0042,0.0,beurteilbar
2560101,2025-10-02,in_dlv_2025,FR,77170,77170,True,49.5,0.0,17.7537,0.355,0.0,beurteilbar
2560101,2025-10-02,in_dlv_2025,FR,77170,77170,True,24.58,0.0,8.8156,0.1763,0.0,beurteilbar
2560101,2025-10-02,in_dlv_2025,FR,77170,77170,True,1.21,0.0,0.434,0.0087,0.0,beurteilbar
2560101,2025-10-02,in_dlv_2025,FR,77170,77170,True,44.49,0.0,15.9569,0.319,0.0,beurteilbar
2560101,2025-10-02,in_dlv_2025,FR,77170,77170,True,10.23,0.0,3.6691,0.0734,0.0,beurteilbar
2560101,2025-10-02,in_dlv_2025,FR,77170,77170,True,55.0,0.0,19.7264,0.3944,0.0,beurteilbar
2560101,2025-10-02,in_dlv_2025,AT,4020,4020,True,0.0,0.0,11.0646,0.2203,0.0,t_zero
2560101,2025-10-02,in_dlv_2025,IT,00133,00133,True,5.2,0.0,50.32,1.01,0.0,beurteilbar
4251000022,2025-10-02,in_dlv_2025,CH,8304,8304,True,83.0,0.0,51.41,1.29,0.0,beurteilbar
2560101,2025-10-02,in_dlv_2025,GB,WS13 8SY,WS138SY,True,74.4,0.0,33.4852,0.6696,0.0,beurteilbar
2560101,2025-10-02,in_dlv_2025,PT,1500-417,1500417,True,36.45,0.0,58.96,1.18,0.0,beurteilbar
4251000560,2025-10-02,in_dlv_2025,FR,01160,01160,True,0.0,0.0,334.6163,6.6908,0.0,t_zero
2560101,2025-10-02,in_dlv_2025,IT,25050,25050,True,139.0,0.0,77.66,1.55,0.0,beurteilbar
2560101,2025-10-02,in_dlv_2025,IT,20037,20037,True,59.18,0.0,44.96,0.9,0.0,beurteilbar
2560101,2025-10-02,in_dlv_2025,GR,611 00,61100,False,32.0,0.0,93.1169,1.8656,0.0,no_dlv
2560101,2025-10-02,in_dlv_2025,FR,77170,77170,True,31.77,0.0,11.3945,0.2278,0.0,beurteilbar
2560101,2025-10-02,in_dlv_2025,FR,77170,77170,True,11.06,0.0,3.9666,0.0793,0.0,beurteilbar
2560101,2025-10-02,in_dlv_2025,IT,00173,00173,True,27.36,0.0,28.017,0.5623,0.0,beurteilbar
2560101,2025-10-02,in_dlv_2025,GB,WS13 8SY,WS138SY,True,76.45,0.0,34.4081,0.688,0.0,beurteilbar
2560101,2025-10-02,in_dlv_2025,GB,WS13 8SY,WS138SY,True,4.55,0.0,2.0483,0.041,0.0,beurteilbar
2560101,2025-10-02,in_dlv_2025,ES,08830,08830,True,0.0,0.0,103.305,2.0682,0.0,t_zero
2560101,2025-10-02,in_dlv_2025,FR,77170,77170,True,2.24,0.0,0.8032,0.0161,0.0,beurteilbar
2560101,2025-10-02,in_dlv_2025,FR,77170,77170,True,510.0,0.0,182.9158,3.6572,0.0,beurteilbar
2560101,2025-10-02,in_dlv_2025,AT,4020,4020,True,0.0,0.0,21.0754,0.4197,0.0,t_zero
2560101,2025-10-02,in_dlv_2025,GR,611 00,61100,False,3.85,0.0,11.2031,0.2244,0.0,no_dlv
2560101,2025-10-02,in_dlv_2025,GB,WS13 8SY,WS138SY,True,23.64,0.0,10.6402,0.2128,0.0,beurteilbar
2560101,2025-10-02,in_dlv_2025,GB,WS13 8SY,WS138SY,True,0.9,0.0,0.405,0.0081,0.0,beurteilbar
2560101,2025-10-02,in_dlv_2025,ES,30320,30320,True,585.0,0.0,368.82,7.38,0.0,beurteilbar
2560101,2025-10-02,in_dlv_2025,ES,08830,08830,True,0.0,0.0,27.5557,0.5517,0.0,t_zero
2560101,2025-10-02,in_dlv_2025,ES,08830,08830,True,0.0,0.0,44.9593,0.9001,0.0,t_zero
2560101,2025-10-02,in_dlv_2025,IT,48122,48122,True,162.0,0.0,92.6,1.85,0.0,beurteilbar
2560101,2025-10-02,in_dlv_2025,FR,77170,77170,True,10.23,0.0,3.6691,0.0734,0.0,beurteilbar
2560101,2025-10-02,in_dlv_2025,FR,77170,77170,True,40.0,0.0,14.3463,0.2868,0.0,beurteilbar
2560101,2025-10-02,in_dlv_2025,FR,77170,77170,True,158.4,0.0,56.8114,1.1359,0.0,beurteilbar
2560101,2025-10-02,in_dlv_2025,AT,5300,5300,True,0.0,0.0,8.7315,0.1749,0.0,t_zero
2560101,2025-10-02,in_dlv_2025,GB,WS13 8SY,WS138SY,True,58.4,0.0,26.2838,0.5256,0.0,beurteilbar
2560101,2025-10-02,in_dlv_2025,GB,WS13 8SY,WS138SY,True,134.3,0.0,60.444,1.2086,0.0,beurteilbar
2560101,2025-10-02,in_dlv_2025,AT,5300,5300,True,0.0,0.0,16.0185,0.3209,0.0,t_zero
2560101,2025-10-02,in_dlv_2025,GB,WS13 8SY,WS138SY,True,65.0,0.0,29.2537,0.585,0.0,beurteilbar
2560101,2025-10-02,in_dlv_2025,GB,WS13 8SY,WS138SY,True,494.5,0.0,222.5575,4.4503,0.0,beurteilbar
2560101,2025-10-02,in_dlv_2025,GB,WS13 8SY,WS138SY,True,2.26,0.0,1.0174,0.0203,0.0,beurteilbar
2560101,2025-10-02,in_dlv_2025,FR,77170,77170,True,18.46,0.0,6.621,0.1324,0.0,beurteilbar
2560101,2025-10-02,in_dlv_2025,AT,5300,5300,True,0.0,0.0,74.6385,1.4951,0.0,t_zero
2560101,2025-10-02,in_dlv_2025,IT,00173,00173,True,21.78,0.0,22.303,0.4477,0.0,beurteilbar
2560101,2025-10-06,in_dlv_2025,ES,36400,36400,True,172.0,0.0,137.28,2.75,0.0,beurteilbar
2560101,2025-10-06,in_dlv_2025,AT,4902,4902,True,0.0,0.0,374.0036,7.4806,0.0,t_zero
2560101,2025-10-06,in_dlv_2025,ES,15910,15910,True,180.0,0.0,137.28,2.75,0.0,beurteilbar
2560101,2025-10-06,in_dlv_2025,ES,27003,27003,True,159.92,0.0,103.9802,2.0806,0.0,beurteilbar
2560101,2025-10-06,in_dlv_2025,IT,40128,40128,True,0.0,0.0,57.5421,1.1514,0.0,t_zero
2560101,2025-10-06,in_dlv_2025,AT,4020,4020,True,0.0,0.0,1.2994,0.0259,0.0,t_zero
2560101,2025-10-06,in_dlv_2025,AT,4075,4075,True,196.0,0.0,58.06,1.16,0.0,beurteilbar
2560101,2025-10-06,in_dlv_2025,AT,6961,6961,True,57.42,0.0,35.6,0.71,0.0,beurteilbar
2560101,2025-10-06,in_dlv_2025,AT,4020,4020,True,0.0,0.0,0.5863,0.0117,0.0,t_zero
2560101,2025-10-06,in_dlv_2025,AT,4020,4020,True,0.0,0.0,0.7525,0.015,0.0,t_zero
4251000560,2025-10-06,in_dlv_2025,FR,72230,72230,True,0.0,0.0,271.4277,5.4304,0.0,t_zero
4251011137,2025-10-06,in_dlv_2025,CH,6260,6260,True,8.7,0.0,15.8017,0.3174,0.0,beurteilbar
2560101,2025-10-06,in_dlv_2025,AT,4020,4020,True,0.0,0.0,11.214,0.224,0.0,t_zero
2560101,2025-10-06,in_dlv_2025,IT,16151,16151,True,143.0,0.0,87.96,1.76,0.0,beurteilbar
2560101,2025-10-06,in_dlv_2025,ES,15910,15910,True,510.0,0.0,368.82,7.38,0.0,beurteilbar
4251000560,2025-10-06,in_dlv_2025,FR,72230,72230,True,0.0,0.0,80.9523,1.6196,0.0,t_zero
4251011137,2025-10-06,in_dlv_2025,CH,6260,6260,True,20.65,0.0,37.5063,0.7534,0.0,beurteilbar
2560101,2025-10-06,in_dlv_2025,AT,4020,4020,True,0.0,0.0,11.694,0.2334,0.0,t_zero
2560101,2025-10-06,in_dlv_2025,AT,4020,4020,True,0.0,0.0,5.8346,0.1165,0.0,t_zero
2560101,2025-10-06,in_dlv_2025,ES,08830,08830,True,0.0,0.0,147.3642,2.9489,0.0,t_zero
4251000023,2025-10-06,in_dlv_2025,IT,00178,00178,True,1009.2,0.0,870.86,10.52,0.0,beurteilbar
2560101,2025-10-06,in_dlv_2025,AT,4020,4020,True,0.0,0.0,14.1241,0.2819,0.0,t_zero
4251000560,2025-10-06,in_dlv_2025,FR,72700,72700,True,478.0,0.0,329.65,6.59,0.0,beurteilbar
2560101,2025-10-06,in_dlv_2025,IT,33078,33078,True,78.0,0.0,44.96,0.9,0.0,beurteilbar
2560101,2025-10-06,in_dlv_2025,AT,5300,5300,True,0.0,0.0,19.7638,0.395,0.0,t_zero
4251011137,2025-10-06,in_dlv_2025,CH,6260,6260,True,1.35,0.0,2.452,0.0493,0.0,beurteilbar
2560101,2025-10-06,in_dlv_2025,IT,30027,30027,True,6.4,0.0,44.96,0.9,0.0,beurteilbar
2560101,2025-10-06,in_dlv_2025,AT,4020,4020,True,0.0,0.0,2.6679,0.0533,0.0,t_zero
2560101,2025-10-06,in_dlv_2025,AT,5300,5300,True,0.0,0.0,36.9983,0.7394,0.0,t_zero
2560101,2025-10-06,in_dlv_2025,IT,39031,39031,True,74.35,0.0,26.06,0.52,0.0,beurteilbar
4251011137,2025-10-06,in_dlv_2025,CH,8304,8304,True,6.16,0.0,1.7121,0.0343,0.0,beurteilbar
2560101,2025-10-06,in_dlv_2025,AT,4020,4020,True,0.0,0.0,17.5723,0.3511,0.0,t_zero
2560101,2025-10-06,in_dlv_2025,AT,4020,4020,True,0.0,0.0,26.0194,0.5199,0.0,t_zero
2560101,2025-10-06,in_dlv_2025,IT,40128,40128,True,0.0,0.0,74.3979,1.4886,0.0,t_zero
2560101,2025-10-06,in_dlv_2025,AT,4902,4902,True,0.0,0.0,188.9564,3.7794,0.0,t_zero
2560101,2025-10-06,in_dlv_2025,IT,20864,20864,True,102.0,0.0,77.66,1.55,0.0,beurteilbar
2560101,2025-10-06,in_dlv_2025,ES,08830,08830,True,0.0,0.0,142.4644,2.8509,0.0,t_zero
4251011137,2025-10-06,in_dlv_2025,CH,8304,8304,True,659.0,0.0,183.1579,3.6657,0.0,beurteilbar
2560101,2025-10-06,in_dlv_2025,AT,4020,4020,True,0.0,0.0,85.5256,1.7072,0.0,t_zero
2560101,2025-10-06,in_dlv_2025,AT,6840,6840,True,63.52,0.0,35.6,0.71,0.0,beurteilbar
2560101,2025-10-06,in_dlv_2025,AT,4061,4061,True,47.31,0.0,32.14,0.64,0.0,beurteilbar
2560101,2025-10-06,in_dlv_2025,IT,26010,26010,True,69.97,0.0,53.87,1.08,0.0,beurteilbar
2560101,2025-10-06,in_dlv_2025,IT,16152,16152,True,163.0,0.0,87.96,1.76,0.0,beurteilbar
2560101,2025-10-06,in_dlv_2025,IT,38068,38068,True,114.0,0.0,77.66,1.55,0.0,beurteilbar
2560101,2025-10-06,in_dlv_2025,ES,08830,08830,True,0.0,0.0,34.4914,0.6902,0.0,t_zero
4251011137,2025-10-07,in_dlv_2025,CH,9015,9015,True,23.55,0.0,19.1283,0.3815,0.0,beurteilbar
2560101,2025-10-07,in_dlv_2025,IT,20871,20871,True,0.0,0.0,263.9774,5.278,0.0,t_zero
4251011137,2025-10-07,in_dlv_2025,CH,6260,6260,True,0.38,0.0,0.3938,0.0079,0.0,beurteilbar
4251011137,2025-10-07,in_dlv_2025,CH,6260,6260,True,44.0,0.0,45.603,0.916,0.0,beurteilbar
4251011137,2025-10-07,in_dlv_2025,CH,8304,8304,True,53.58,0.0,30.326,0.6062,0.0,beurteilbar
2560101,2025-10-07,in_dlv_2025,ES,41007,41007,True,68.44,0.0,72.64,1.45,0.0,beurteilbar
2560101,2025-10-07,in_dlv_2025,IT,39100,39100,True,0.0,0.0,63.1383,1.2633,0.0,t_zero
2560101,2025-10-07,in_dlv_2025,GR,190 10,19010,False,252.0,0.0,147.93,2.96,0.0,no_dlv
2560101,2025-10-07,in_dlv_2025,IT,24068,24068,True,162.0,0.0,77.66,1.55,0.0,beurteilbar
2560101,2025-10-07,in_dlv_2025,IT,36100,36100,True,0.0,0.0,77.66,1.55,0.0,t_zero
2560101,2025-10-07,in_dlv_2025,GB,WS13 8SY,WS138SY,True,1721.0,0.0,684.4063,13.6881,0.0,beurteilbar
4251011137,2025-10-07,in_dlv_2025,CH,9015,9015,True,2.9,0.0,2.3555,0.047,0.0,beurteilbar
4251011137,2025-10-07,in_dlv_2025,CH,8304,8304,True,4.0,0.0,2.264,0.0453,0.0,beurteilbar
4251011137,2025-10-07,in_dlv_2025,CH,6260,6260,True,0.1,0.0,0.1037,0.0021,0.0,beurteilbar
2560101,2025-10-07,in_dlv_2025,IT,46010,46010,True,8.5,0.0,9.5954,0.1924,0.0,beurteilbar
4251011137,2025-10-07,in_dlv_2025,CH,8304,8304,True,26.84,0.0,15.1913,0.3037,0.0,beurteilbar
2560101,2025-10-07,in_dlv_2025,IT,39100,39100,True,42.72,0.0,26.06,0.52,0.0,beurteilbar
4251000560,2025-10-07,in_dlv_2025,FR,69120,69120,True,295.75,0.0,192.39,3.85,0.0,beurteilbar
4251011137,2025-10-07,in_dlv_2025,CH,5436,5436,True,140.0,0.0,78.18,1.56,0.0,beurteilbar
2560101,2025-10-07,in_dlv_2025,GB,WS13 8SY,WS138SY,True,173.0,0.0,68.7982,1.376,0.0,beurteilbar
4251011137,2025-10-07,in_dlv_2025,CH,8304,8304,True,5.79,0.0,3.2771,0.0655,0.0,beurteilbar
2560101,2025-10-07,in_dlv_2025,ES,08041,08041,True,114.0,0.0,71.18,1.42,0.0,beurteilbar
2560101,2025-10-07,in_dlv_2025,IT,38015,38015,True,44.15,0.0,44.96,0.9,0.0,beurteilbar
2560101,2025-10-07,in_dlv_2025,ES,08830,08830,True,0.0,0.0,199.98,4.0,0.0,t_zero
2560101,2025-10-07,in_dlv_2025,ES,21007,21007,True,74.0,0.0,72.64,1.45,0.0,beurteilbar
2560101,2025-10-07,in_dlv_2025,GB,WS13 8SY,WS138SY,True,20.0,0.0,7.9544,0.1591,0.0,beurteilbar
2560101,2025-10-07,in_dlv_2025,GB,WS13 8SY,WS138SY,True,1218.0,0.0,484.3732,9.6875,0.0,beurteilbar
2560101,2025-10-07,in_dlv_2025,GB,WS13 8SY,WS138SY,True,1.23,0.0,0.49,0.0098,0.0,beurteilbar
2560101,2025-10-07,in_dlv_2025,AT,2351,2351,True,62.0,0.0,30.33,0.61,0.0,beurteilbar
2560101,2025-10-07,in_dlv_2025,PT,3045-421,3045421,True,48.01,0.0,58.96,1.18,0.0,beurteilbar
2560101,2025-10-07,in_dlv_2025,ES,08907,08907,True,61.89,0.0,52.32,1.05,0.0,beurteilbar
2560101,2025-10-07,in_dlv_2025,IT,24125,24125,True,60.45,0.0,44.96,0.9,0.0,beurteilbar
2560101,2025-10-07,in_dlv_2025,GB,WS13 8SY,WS138SY,True,22.24,0.0,8.8445,0.1769,0.0,beurteilbar
2560101,2025-10-07,in_dlv_2025,ES,08830,08830,True,0.0,0.0,68.9805,1.3792,0.0,t_zero
2560101,2025-10-07,in_dlv_2025,ES,17813,17813,True,0.0,0.0,72.7689,1.4576,0.0,t_zero
2560101,2025-10-07,in_dlv_2025,ES,28939,28939,True,50.84,0.0,60.09,1.2,0.0,beurteilbar
2560101,2025-10-07,in_dlv_2025,IT,38068,38068,True,40.0,0.0,44.96,0.9,0.0,beurteilbar
2560101,2025-10-07,in_dlv_2025,IT,31021,31021,True,173.0,0.0,77.66,1.55,0.0,beurteilbar
2560101,2025-10-07,in_dlv_2025,IT,36100,36100,True,0.0,0.0,77.66,1.55,0.0,t_zero
2560101,2025-10-07,in_dlv_2025,AT,4020,4020,True,0.0,0.0,31.5472,0.6282,0.0,t_zero
2560101,2025-10-07,in_dlv_2025,GB,WS13 8SY,WS138SY,True,840.0,0.0,334.0516,6.681,0.0,beurteilbar
2560101,2025-10-07,in_dlv_2025,IT,20871,20871,True,0.0,0.0,232.6726,4.652,0.0,t_zero
2560101,2025-10-07,in_dlv_2025,AT,6130,6130,True,76.0,0.0,45.33,0.91,0.0,beurteilbar
2560101,2025-10-07,in_dlv_2025,IT,00178,00178,True,180.0,0.0,92.6,1.85,0.0,beurteilbar
2560101,2025-10-07,in_dlv_2025,GB,WS13 8SY,WS138SY,True,827.0,0.0,328.8808,6.5776,0.0,beurteilbar
4251011137,2025-10-07,in_dlv_2025,CH,6260,6260,True,1.32,0.0,1.3681,0.0275,0.0,beurteilbar
4251011137,2025-10-07,in_dlv_2025,CH,8304,8304,True,1.01,0.0,0.5717,0.0114,0.0,beurteilbar
4251011137,2025-10-07,in_dlv_2025,CH,9015,9015,True,61.1,0.0,49.6281,0.9897,0.0,beurteilbar
4251011137,2025-10-07,in_dlv_2025,CH,8304,8304,True,66.9,0.0,37.8651,0.7569,0.0,beurteilbar
4251011137,2025-10-07,in_dlv_2025,CH,6260,6260,True,6.5,0.0,6.7368,0.1353,0.0,beurteilbar
4251011137,2025-10-07,in_dlv_2025,CH,6260,6260,True,1.5,0.0,1.5546,0.0312,0.0,beurteilbar
2560101,2025-10-07,in_dlv_2025,ES,15910,15910,True,52.66,0.0,72.64,1.45,0.0,beurteilbar
2560101,2025-10-07,in_dlv_2025,PT,2680-359,2680359,True,69.93,0.0,58.96,1.18,0.0,beurteilbar
2560101,2025-10-07,in_dlv_2025,ES,17111,17111,True,20.0,0.0,64.9,1.3,0.0,beurteilbar
4251000560,2025-10-07,in_dlv_2025,FR,57600,57600,True,8.0,0.0,75.7,1.51,0.0,beurteilbar
2560101,2025-10-07,in_dlv_2025,PT,3450-215,3450215,True,369.0,0.0,156.28,3.13,0.0,beurteilbar
2560101,2025-10-07,in_dlv_2025,AT,2431,2431,True,61.0,0.0,30.33,0.61,0.0,beurteilbar
2560101,2025-10-07,in_dlv_2025,AT,8200,8200,True,1.66,0.0,38.61,0.77,0.0,beurteilbar
2560101,2025-10-07,in_dlv_2025,AT,8054,8054,True,34.75,0.0,38.61,0.77,0.0,beurteilbar
2560101,2025-10-07,in_dlv_2025,PT,2745-256,2745256,True,112.0,0.0,82.46,1.65,0.0,beurteilbar
4251011137,2025-10-07,in_dlv_2025,CH,4900,4900,True,247.0,0.0,117.27,2.35,0.0,beurteilbar
2560101,2025-10-07,in_dlv_2025,ES,28946,28946,True,95.0,0.0,60.09,1.2,0.0,beurteilbar
4251011137,2025-10-07,in_dlv_2025,CH,8304,8304,True,1.07,0.0,0.6056,0.0121,0.0,beurteilbar
2560101,2025-10-07,in_dlv_2025,ES,08830,08830,True,0.0,0.0,82.0329,1.6402,0.0,t_zero
2560101,2025-10-07,in_dlv_2025,ES,08830,08830,True,0.0,0.0,369.1466,7.3807,0.0,t_zero
2560101,2025-10-07,in_dlv_2025,ES,17813,17813,True,0.0,0.0,33.5711,0.6724,0.0,t_zero
2560101,2025-10-07,in_dlv_2025,ES,08205,08205,True,44.17,0.0,52.32,1.05,0.0,beurteilbar
2560101,2025-10-07,in_dlv_2025,FR,81100,81100,True,66.75,0.0,119.05,2.38,0.0,beurteilbar
2560101,2025-10-07,in_dlv_2025,AT,2230,2230,True,204.0,0.0,78.24,1.56,0.0,beurteilbar
4251000560,2025-10-07,in_dlv_2025,FR,59930,59930,True,241.0,0.0,220.77,4.42,0.0,beurteilbar
