Rechnungsnummer,datum,phase,Empfänger Land,Empfänger PLZ,plz_norm,Tonnage (eff.),Lademeter,Erlöse Fracht,Erlöse Diesel,Erlöse Maut,status
2582348,2026-01-08,in_dlv_2025_fallback,AT,4020,4020,0.0,0.0,8.3317,0.2489,0.0,t_zero
2582348,2026-01-08,in_dlv_2025_fallback,AT,4020,4020,0.0,0.0,1.7673,0.0528,0.0,t_zero
2582348,2026-01-08,in_dlv_2025_fallback,FR,14320,14320,0.0,0.0,45.4116,1.3622,0.0,t_zero
2582348,2026-01-08,in_dlv_2025_fallback,FR,77164,77164,0.0,0.0,226.7472,6.8009,0.0,t_zero
2582348,2026-01-08,in_dlv_2025_fallback,ES,33011,33011,0.0,0.0,58.0535,1.7421,0.0,t_zero
2582348,2026-01-08,in_dlv_2025_fallback,AT,5300,5300,0.0,0.0,1.0758,0.0323,0.0,t_zero
2582348,2026-01-08,in_dlv_2025_fallback,AT,5101,5101,0.0,0.0,33.6259,1.0083,0.0,t_zero
2582348,2026-01-08,in_dlv_2025_fallback,FR,77170,77170,0.0,0.0,1.3134,0.0394,0.0,t_zero
2582348,2026-01-09,in_dlv_2025_fallback,ES,36400,36400,0.0,0.0,72.64,2.18,0.0,t_zero
2582348,2026-01-09,in_dlv_2025_fallback,IT,20871,20871,0.0,0.0,166.6824,5.0002,0.0,t_zero
2582348,2026-01-09,in_dlv_2025_fallback,IT,20871,20871,0.0,0.0,991.7536,29.7511,0.0,t_zero
2582348,2026-01-09,in_dlv_2025_fallback,AT,4075,4075,0.0,0.0,122.6284,3.6784,0.0,t_zero
2582348,2026-01-09,in_dlv_2025_fallback,AT,4075,4075,0.0,0.0,211.4116,6.3416,0.0,t_zero
2582348,2026-01-09,in_dlv_2025_fallback,AT,4020,4020,0.0,0.0,41.2298,1.2356,0.0,t_zero
2582348,2026-01-09,in_dlv_2025_fallback,AT,4020,4020,0.0,0.0,1.3897,0.0415,0.0,t_zero
2582348,2026-01-09,in_dlv_2025_fallback,IT,20871,20871,0.0,0.0,105.5585,3.1666,0.0,t_zero
2582348,2026-01-09,in_dlv_2025_fallback,IT,20871,20871,0.0,0.0,68.624,2.0586,0.0,t_zero
2582348,2026-01-09,in_dlv_2025_fallback,AT,4020,4020,0.0,0.0,25.2725,0.7549,0.0,t_zero
2582348,2026-01-09,in_dlv_2025_fallback,AT,5300,5300,0.0,0.0,2.2058,0.0663,0.0,t_zero
2582348,2026-01-09,in_dlv_2025_fallback,IT,20871,20871,0.0,0.0,4.7556,0.1427,0.0,t_zero
2582348,2026-01-09,in_dlv_2025_fallback,IT,20871,20871,0.0,0.0,37.3901,1.1216,0.0,t_zero
2582348,2026-01-09,in_dlv_2025_fallback,AT,5300,5300,0.0,0.0,18.1877,0.5465,0.0,t_zero
2582348,2026-01-09,in_dlv_2025_fallback,AT,4020,4020,0.0,0.0,0.6695,0.0201,0.0,t_zero
2582348,2026-01-09,in_dlv_2025_fallback,GR,410 00,41000,207.0,0.0,192.63,5.78,0.0,no_dlv
2582348,2026-01-09,in_dlv_2025_fallback,IT,20871,20871,0.0,0.0,77.7901,2.3336,0.0,t_zero
2582348,2026-01-09,in_dlv_2025_fallback,IT,00178,00178,0.0,0.0,50.32,1.51,0.0,t_zero
2582348,2026-01-09,in_dlv_2025_fallback,IT,20871,20871,0.0,0.0,26.3555,0.7906,0.0,t_zero
2582348,2026-01-09,in_dlv_2025_fallback,IT,20871,20871,0.0,0.0,7.7471,0.2324,0.0,t_zero
2582348,2026-01-09,in_dlv_2025_fallback,AT,4020,4020,0.0,0.0,233.9607,7.0208,0.0,t_zero
2582348,2026-01-09,in_dlv_2025_fallback,AT,4020,4020,0.0,0.0,5.4778,0.1636,0.0,t_zero
2582348,2026-01-09,in_dlv_2025_fallback,AT,5300,5300,0.0,0.0,35.1865,1.0572,0.0,t_zero
2582348,2026-01-09,in_dlv_2025_fallback,IT,00178,00178,0.0,0.0,92.6,2.78,0.0,t_zero
2582348,2026-01-09,in_dlv_2025_fallback,AT,4020,4020,0.0,0.0,32.14,0.96,0.0,t_zero
2582348,2026-01-09,in_dlv_2025_fallback,IT,20871,20871,0.0,0.0,24.8506,0.7455,0.0,t_zero
2582348,2026-01-09,in_dlv_2025_fallback,ES,36400,36400,0.0,0.0,607.43,0.0,0.0,t_zero
2582348,2026-01-09,in_dlv_2025_fallback,AT,4020,4020,0.0,0.0,123.9393,3.7192,0.0,t_zero
2582348,2026-01-12,in_dlv_2025_fallback,IT,39100,39100,0.0,0.0,38.4281,1.1525,0.0,t_zero
2582348,2026-01-12,in_dlv_2025_fallback,PT,3450-232,3450232,0.0,0.0,40.9349,1.2262,0.0,t_zero
2582348,2026-01-12,in_dlv_2025_fallback,AT,4075,4075,0.0,0.0,60.7361,1.8237,0.0,t_zero
2582348,2026-01-12,in_dlv_2025_fallback,IT,20871,20871,0.0,0.0,64.4928,1.9353,0.0,t_zero
2582348,2026-01-12,in_dlv_2025_fallback,AT,4075,4075,0.0,0.0,22.4898,0.6753,0.0,t_zero
2582348,2026-01-12,in_dlv_2025_fallback,PT,3450-232,3450232,0.0,0.0,41.5251,1.2438,0.0,t_zero
2582348,2026-01-12,in_dlv_2025_fallback,IT,39100,39100,0.0,0.0,26.06,0.78,0.0,t_zero
2582348,2026-01-12,in_dlv_2025_fallback,ES,08830,08830,0.0,0.0,297.4075,8.9254,0.0,t_zero
2582348,2026-01-12,in_dlv_2025_fallback,IT,39100,39100,0.0,0.0,31.8978,0.9567,0.0,t_zero
2582348,2026-01-12,in_dlv_2025_fallback,AT,5300,5300,0.0,0.0,13.7591,0.413,0.0,t_zero
2582348,2026-01-12,in_dlv_2025_fallback,AT,8063,8063,0.0,0.0,38.61,1.16,0.0,t_zero
2582348,2026-01-12,in_dlv_2025_fallback,ES,08830,08830,0.0,0.0,70.6711,2.1209,0.0,t_zero
2582348,2026-01-12,in_dlv_2025_fallback,AT,4075,4075,0.0,0.0,19.0141,0.5709,0.0,t_zero
2582348,2026-01-12,in_dlv_2025_fallback,IT,20871,20871,0.0,0.0,33.5227,1.006,0.0,t_zero
2582348,2026-01-12,in_dlv_2025_fallback,IT,16152,16152,0.0,0.0,24.6651,0.7403,0.0,t_zero
2582348,2026-01-12,in_dlv_2025_fallback,IT,39100,39100,0.0,0.0,9.1926,0.2757,0.0,t_zero
2582348,2026-01-12,in_dlv_2025_fallback,IT,16152,16152,0.0,0.0,35.9724,1.0797,0.0,t_zero
2582348,2026-01-12,in_dlv_2025_fallback,AT,5300,5300,0.0,0.0,21.9847,0.6599,0.0,t_zero
2582348,2026-01-12,in_dlv_2025_fallback,ES,08830,08830,0.0,0.0,19.4533,0.5838,0.0,t_zero
2582348,2026-01-12,in_dlv_2025_fallback,IT,39100,39100,0.0,0.0,32.1489,0.9642,0.0,t_zero
2582348,2026-01-13,in_dlv_2025_fallback,FR,77164,77164,0.0,0.0,434.56,13.04,0.0,t_zero
2582348,2026-01-13,in_dlv_2025_fallback,IT,20871,20871,0.0,0.0,157.9072,4.7385,0.0,t_zero
2582348,2026-01-13,in_dlv_2025_fallback,AT,4020,4020,0.0,0.0,27.4933,0.8212,0.0,t_zero
2582348,2026-01-13,in_dlv_2025_fallback,AT,4902,4902,0.0,0.0,10.8716,0.326,0.0,t_zero
2582348,2026-01-13,in_dlv_2025_fallback,FR,77164,77164,0.0,0.0,235.72,7.07,0.0,t_zero
2582348,2026-01-13,in_dlv_2025_fallback,AT,4902,4902,0.0,0.0,209.8984,6.294,0.0,t_zero
2582348,2026-01-13,in_dlv_2025_fallback,PT,4520-606,4520606,0.0,0.0,100.235,3.0065,0.0,t_zero
2582348,2026-01-13,in_dlv_2025_fallback,IT,39100,39100,0.0,0.0,4.5209,0.1356,0.0,t_zero
2582348,2026-01-13,in_dlv_2025_fallback,AT,2230,2230,0.0,0.0,85.2747,2.5581,0.0,t_zero
2582348,2026-01-13,in_dlv_2025_fallback,AT,4020,4020,0.0,0.0,4.6467,0.1388,0.0,t_zero
2582348,2026-01-13,in_dlv_2025_fallback,AT,4020,4020,0.0,0.0,79.2664,2.3755,0.0,t_zero
2582348,2026-01-13,in_dlv_2025_fallback,IT,20871,20871,0.0,0.0,104.9353,3.1489,0.0,t_zero
2582348,2026-01-13,in_dlv_2025_fallback,IT,20871,20871,0.0,0.0,64.426,1.9333,0.0,t_zero
2582348,2026-01-13,in_dlv_2025_fallback,AT,4020,4020,0.0,0.0,7.8236,0.2345,0.0,t_zero
2582348,2026-01-13,in_dlv_2025_fallback,PT,4520-606,4520606,0.0,0.0,23.455,0.7035,0.0,t_zero
2582348,2026-01-13,in_dlv_2025_fallback,IT,39100,39100,0.0,0.0,2.5117,0.0753,0.0,t_zero
2582348,2026-01-13,in_dlv_2025_fallback,AT,2230,2230,0.0,0.0,27.5046,0.8251,0.0,t_zero
2582348,2026-01-13,in_dlv_2025_fallback,IT,20871,20871,0.0,0.0,29.2234,0.8769,0.0,t_zero
2582348,2026-01-13,in_dlv_2025_fallback,AT,2230,2230,0.0,0.0,11.95,0.3585,0.0,t_zero
2582348,2026-01-13,in_dlv_2025_fallback,FR,14320,14320,0.0,0.0,383.8574,11.5142,0.0,t_zero
2582348,2026-01-13,in_dlv_2025_fallback,FR,14320,14320,0.0,0.0,69.2027,2.0758,0.0,t_zero
2582348,2026-01-14,in_dlv_2025_fallback,AT,5300,5300,0.0,0.0,58.9249,1.7687,0.0,t_zero
2582348,2026-01-14,in_dlv_2025_fallback,IT,16151,16151,0.0,0.0,39.2847,1.1791,0.0,t_zero
2582348,2026-01-14,in_dlv_2025_fallback,AT,5300,5300,0.0,0.0,73.4626,2.2056,0.0,t_zero
2582348,2026-01-14,in_dlv_2025_fallback,PT,3450-232,3450232,0.0,0.0,324.5885,9.7404,0.0,t_zero
2582348,2026-01-14,in_dlv_2025_fallback,IT,16151,16151,0.0,0.0,47.0804,1.4131,0.0,t_zero
2582348,2026-01-14,in_dlv_2025_fallback,GR,410 00,41000,99.0,0.0,110.01,3.3,0.0,no_dlv
2582348,2026-01-14,in_dlv_2025_fallback,FR,59930,59930,0.0,0.0,5.5483,0.1665,0.0,t_zero
2582348,2026-01-14,in_dlv_2025_fallback,FR,59930,59930,0.0,0.0,324.1017,9.7235,0.0,t_zero
2582348,2026-01-14,in_dlv_2025_fallback,FR,59930,59930,0.0,0.0,427.089,12.8159,0.0,t_zero
2582348,2026-01-14,in_dlv_2025_fallback,GR,570 08,57008,114.0,0.0,111.14,3.33,0.0,no_dlv
2582348,2026-01-14,in_dlv_2025_fallback,GR,153 51,15351,5.7,0.0,80.2,2.41,0.0,no_dlv
2582348,2026-01-14,in_dlv_2025_fallback,FR,59930,59930,0.0,0.0,49.791,1.4941,0.0,t_zero
2582348,2026-01-14,in_dlv_2025_fallback,PT,3450-232,3450232,0.0,0.0,33.3115,0.9996,0.0,t_zero
2582348,2026-01-15,in_dlv_2025_fallback,ES,33211,33211,0.0,0.0,24.6167,0.7387,0.0,t_zero
2582348,2026-01-15,in_dlv_2025_fallback,AT,5300,5300,0.0,0.0,55.58,1.67,0.0,t_zero
2582348,2026-01-15,in_dlv_2025_fallback,AT,5300,5300,0.0,0.0,13.7105,0.4113,0.0,t_zero
2582348,2026-01-15,in_dlv_2025_fallback,AT,5300,5300,0.0,0.0,98.3046,2.9487,0.0,t_zero
2582348,2026-01-15,in_dlv_2025_fallback,AT,5300,5300,0.0,0.0,39.7606,1.1926,0.0,t_zero
2582348,2026-01-15,in_dlv_2025_fallback,AT,5300,5300,0.0,0.0,86.0109,2.5799,0.0,t_zero
2582348,2026-01-15,in_dlv_2025_fallback,ES,33211,33211,0.0,0.0,157.3333,4.7213,0.0,t_zero
2582348,2026-01-15,in_dlv_2025_fallback,AT,5300,5300,0.0,0.0,34.2534,1.0275,0.0,t_zero
2582348,2026-01-15,in_dlv_2025_fallback,AT,5300,5300,0.0,0.0,2.6113,0.0784,0.0,t_zero
2582348,2026-01-16,in_dlv_2025_fallback,GR,611 00,61100,3.2,0.0,104.32,3.13,0.0,no_dlv
2586869,2026-01-16,in_dlv_2025_fallback,IT,20871,20871,0.0,0.0,18.9327,0.5679,0.0,t_zero
2586869,2026-01-16,in_dlv_2025_fallback,IT,20871,20871,0.0,0.0,67.6568,2.0293,0.0,t_zero
2586869,2026-01-16,in_dlv_2025_fallback,AT,4020,4020,0.0,0.0,8.2646,0.2469,0.0,t_zero
2586869,2026-01-16,in_dlv_2025_fallback,AT,4020,4020,0.0,0.0,23.8754,0.7131,0.0,t_zero
2586869,2026-01-16,in_dlv_2025_fallback,FR,59930,59930,0.0,0.0,147.18,4.42,0.0,t_zero
2586869,2026-01-16,in_dlv_2025_fallback,AT,5300,5300,0.0,0.0,41.9946,1.2593,0.0,t_zero
2586869,2026-01-16,in_dlv_2025_fallback,AT,5300,5300,0.0,0.0,18.8582,0.5655,0.0,t_zero
2582348,2026-01-16,in_dlv_2025_fallback,IT,00178,00178,0.0,0.0,50.32,1.51,0.0,t_zero
2586869,2026-01-16,in_dlv_2025_fallback,IT,20871,20871,0.0,0.0,208.1467,6.2433,0.0,t_zero
2586869,2026-01-16,in_dlv_2025_fallback,AT,4075,4075,0.0,0.0,249.2564,7.4759,0.0,t_zero
2586869,2026-01-16,in_dlv_2025_fallback,GR,611 00,61100,0.0,0.0,95.9749,2.8781,0.0,no_dlv_t_zero
2586869,2026-01-16,in_dlv_2025_fallback,ES,15910,15910,0.0,0.0,50.397,1.5125,0.0,t_zero
2586869,2026-01-16,in_dlv_2025_fallback,AT,4020,4020,0.0,0.0,0.0999,0.003,0.0,t_zero
2586869,2026-01-16,in_dlv_2025_fallback,AT,4075,4075,0.0,0.0,12.0453,0.3613,0.0,t_zero
2586869,2026-01-16,in_dlv_2025_fallback,IT,00178,00178,0.0,0.0,36.3277,1.0906,0.0,t_zero
2586869,2026-01-16,in_dlv_2025_fallback,AT,4020,4020,0.0,0.0,36.9809,1.1104,0.0,t_zero
2586869,2026-01-16,in_dlv_2025_fallback,AT,4020,4020,0.0,0.0,65.1593,1.9566,0.0,t_zero
2586869,2026-01-16,in_dlv_2025_fallback,AT,4075,4075,0.0,0.0,120.4583,3.6129,0.0,t_zero
2582348,2026-01-16,in_dlv_2025_fallback,FR,59930,59930,0.0,0.0,85.22,2.56,0.0,t_zero
2586869,2026-01-16,in_dlv_2025_fallback,GR,611 00,61100,0.0,0.0,86.0951,2.5819,0.0,no_dlv_t_zero
2586869,2026-01-16,in_dlv_2025_fallback,ES,15910,15910,0.0,0.0,86.883,2.6075,0.0,t_zero
2586869,2026-01-16,in_dlv_2025_fallback,IT,20871,20871,0.0,0.0,17.6538,0.5295,0.0,t_zero
2586869,2026-01-16,in_dlv_2025_fallback,IT,00178,00178,0.0,0.0,56.2723,1.6894,0.0,t_zero
2586869,2026-01-16,in_dlv_2025_fallback,AT,5300,5300,0.0,0.0,22.5172,0.6752,0.0,t_zero
2586869,2026-01-20,in_dlv_2025_fallback,IT,20871,20871,0.0,0.0,277.68,8.33,0.0,t_zero
2586869,2026-01-20,in_dlv_2025_fallback,AT,9131,9131,0.0,0.0,42.1046,1.2654,0.0,t_zero
2586869,2026-01-20,in_dlv_2025_fallback,FR,40000,40000,0.0,0.0,46.7039,1.4014,0.0,t_zero
2586869,2026-01-20,in_dlv_2025_fallback,PT,2680-359,2680359,0.0,0.0,82.46,2.47,0.0,t_zero
2582348,2026-01-20,in_dlv_2025_fallback,ES,36400,36400,0.0,0.0,59.6786,1.791,0.0,t_zero
2586869,2026-01-20,in_dlv_2025_fallback,ES,15910,15910,0.0,0.0,74.687,2.2415,0.0,t_zero
2586869,2026-01-20,in_dlv_2025_fallback,ES,15910,15910,0.0,0.0,62.593,1.8785,0.0,t_zero
2582348,2026-01-20,in_dlv_2025_fallback,ES,36400,36400,0.0,0.0,60.5596,1.8175,0.0,t_zero
2586869,2026-01-20,in_dlv_2025_fallback,FR,40000,40000,0.0,0.0,41.4308,1.2432,0.0,t_zero
2586869,2026-01-20,in_dlv_2025_fallback,PT,2680-359,2680359,0.0,0.0,58.96,1.77,0.0,t_zero
2586869,2026-01-20,in_dlv_2025_fallback,AT,5300,5300,0.0,0.0,15.5725,0.4664,0.0,t_zero
2586869,2026-01-20,in_dlv_2025_fallback,FR,40000,40000,0.0,0.0,242.4653,7.2754,0.0,t_zero
2586869,2026-01-20,in_dlv_2025_fallback,ES,18220,18220,0.0,0.0,137.28,4.12,0.0,t_zero
2586869,2026-01-20,in_dlv_2025_fallback,ES,18220,18220,0.0,0.0,72.64,2.18,0.0,t_zero
2586869,2026-01-20,in_dlv_2025_fallback,AT,9131,9131,0.0,0.0,43.0754,1.2946,0.0,t_zero
2586869,2026-01-20,in_dlv_2025_fallback,AT,5300,5300,0.0,0.0,15.4775,0.4636,0.0,t_zero
2582348,2026-01-20,in_dlv_2025_fallback,ES,36400,36400,0.0,0.0,71.1487,2.1353,0.0,t_zero
2582348,2026-01-20,in_dlv_2025_fallback,ES,36400,36400,0.0,0.0,74.2117,2.2272,0.0,t_zero
2586869,2026-01-20,in_dlv_2025_fallback,GR,611 00,61100,400.15,0.0,269.55,8.09,0.0,no_dlv
2586869,2026-01-20,in_dlv_2025_fallback,IT,20871,20871,0.0,0.0,44.96,1.35,0.0,t_zero
2586869,2026-01-21,in_dlv_2025_fallback,FR,14320,14320,0.0,0.0,253.0461,7.5904,0.0,t_zero
2586869,2026-01-21,in_dlv_2025_fallback,FR,14320,14320,0.0,0.0,48.9939,1.4696,0.0,t_zero
2586869,2026-01-22,in_dlv_2025_fallback,ES,08830,08830,0.0,0.0,264.6442,7.9398,0.0,t_zero
2586869,2026-01-22,in_dlv_2025_fallback,ES,08830,08830,0.0,0.0,21.7798,0.6534,0.0,t_zero
2586869,2026-01-22,in_dlv_2025_fallback,AT,5322,5322,0.0,0.0,18.3822,0.5516,0.0,t_zero
2586869,2026-01-22,in_dlv_2025_fallback,AT,4020,4020,0.0,0.0,2.1932,0.0655,0.0,t_zero
2586869,2026-01-22,in_dlv_2025_fallback,IT,20871,20871,0.0,0.0,16.0912,0.4821,0.0,t_zero
2586869,2026-01-22,in_dlv_2025_fallback,PT,3450-232,3450232,0.0,0.0,58.96,1.77,0.0,t_zero
2586869,2026-01-22,in_dlv_2025_fallback,PT,3450-232,3450232,0.0,0.0,58.96,1.77,0.0,t_zero
2586869,2026-01-22,in_dlv_2025_fallback,ES,08830,08830,0.0,0.0,34.5557,1.0367,0.0,t_zero
2586869,2026-01-22,in_dlv_2025_fallback,ES,08830,08830,0.0,0.0,51.6478,1.5528,0.0,t_zero
2586869,2026-01-22,in_dlv_2025_fallback,AT,4020,4020,0.0,0.0,27.315,0.8159,0.0,t_zero
2586869,2026-01-22,in_dlv_2025_fallback,IT,20871,20871,0.0,0.0,17.5309,0.5252,0.0,t_zero
2586869,2026-01-22,in_dlv_2025_fallback,AT,5322,5322,0.0,0.0,192.5778,5.7784,0.0,t_zero
2586869,2026-01-23,in_dlv_2025_fallback,AT,5300,5300,0.0,0.0,5.5871,0.1677,0.0,t_zero
2586869,2026-01-23,in_dlv_2025_fallback,ES,36400,36400,0.0,0.0,128.4318,3.8545,0.0,t_zero
2586869,2026-01-23,in_dlv_2025_fallback,IT,47843,47843,0.0,0.0,53.87,1.62,0.0,t_zero
2586869,2026-01-23,in_dlv_2025_fallback,AT,5300,5300,0.0,0.0,57.9051,1.7381,0.0,t_zero
2586869,2026-01-23,in_dlv_2025_fallback,AT,5300,5300,0.0,0.0,4.3045,0.1292,0.0,t_zero
2586869,2026-01-23,in_dlv_2025_fallback,IT,20871,20871,0.0,0.0,129.5386,3.8855,0.0,t_zero
2586869,2026-01-23,in_dlv_2025_fallback,ES,08830,08830,0.0,0.0,12.5713,0.3772,0.0,t_zero
2586869,2026-01-23,in_dlv_2025_fallback,GR,611 00,61100,223.0,0.0,182.07,5.46,0.0,no_dlv
2586869,2026-01-23,in_dlv_2025_fallback,IT,20871,20871,0.0,0.0,19.8214,0.5945,0.0,t_zero
2586869,2026-01-23,in_dlv_2025_fallback,GR,570 22,57022,62.9,0.0,80.2,2.41,0.0,no_dlv
2586869,2026-01-23,in_dlv_2025_fallback,ES,15910,15910,0.0,0.0,72.64,2.18,0.0,t_zero
2586869,2026-01-23,in_dlv_2025_fallback,IT,20871,20871,0.0,0.0,35.0055,1.0488,0.0,t_zero
2586869,2026-01-23,in_dlv_2025_fallback,FR,01700,01700,0.0,0.0,56.7481,1.7055,0.0,t_zero
2586869,2026-01-23,in_dlv_2025_fallback,GR,564 29,56429,115.62,0.0,105.34,3.16,0.0,no_dlv
2586869,2026-01-23,in_dlv_2025_fallback,IT,20871,20871,0.0,0.0,9.0256,0.2704,0.0,t_zero
2586869,2026-01-23,in_dlv_2025_fallback,AT,5300,5300,0.0,0.0,29.4832,0.885,0.0,t_zero
2586869,2026-01-23,in_dlv_2025_fallback,ES,08830,08830,0.0,0.0,38.095,1.143,0.0,t_zero
2586869,2026-01-23,in_dlv_2025_fallback,ES,15910,15910,0.0,0.0,72.64,2.18,0.0,t_zero
2586869,2026-01-23,in_dlv_2025_fallback,IT,20871,20871,0.0,0.0,38.8367,1.1635,0.0,t_zero
2586869,2026-01-23,in_dlv_2025_fallback,IT,47843,47843,0.0,0.0,53.87,1.62,0.0,t_zero
2586869,2026-01-23,in_dlv_2025_fallback,ES,36400,36400,0.0,0.0,8.8482,0.2656,0.0,t_zero
2586869,2026-01-23,in_dlv_2025_fallback,FR,01700,01700,0.0,0.0,35.4219,1.0645,0.0,t_zero
2586869,2026-01-23,in_dlv_2025_fallback,GR,564 29,56429,194.0,0.0,105.34,3.16,0.0,no_dlv
2586869,2026-01-26,in_dlv_2025_fallback,ES,08830,08830,0.0,0.0,137.5994,4.1284,0.0,t_zero
2586869,2026-01-26,in_dlv_2025_fallback,AT,8063,8063,0.0,0.0,19.305,0.58,0.0,t_zero
2586869,2026-01-26,in_dlv_2025_fallback,ES,08830,08830,0.0,0.0,6.9713,0.2092,0.0,t_zero
2586869,2026-01-26,in_dlv_2025_fallback,ES,08830,08830,0.0,0.0,7.6474,0.2299,0.0,t_zero
2586869,2026-01-26,in_dlv_2025_fallback,AT,4020,4020,0.0,0.0,12.452,0.3719,0.0,t_zero
2586869,2026-01-26,in_dlv_2025_fallback,AT,8063,8063,0.0,0.0,19.305,0.58,0.0,t_zero
2586869,2026-01-26,in_dlv_2025_fallback,GR,564 29,56429,503.0,0.0,271.32,8.14,0.0,no_dlv
2586869,2026-01-26,in_dlv_2025_fallback,AT,4020,4020,0.0,0.0,17.3372,0.5179,0.0,t_zero
2586869,2026-01-26,in_dlv_2025_fallback,AT,4020,4020,0.0,0.0,2.3508,0.0702,0.0,t_zero
2586869,2026-01-28,in_dlv_2025_fallback,GR,121 31,12131,113.0,0.0,105.34,3.16,0.0,no_dlv
2586869,2026-01-28,in_dlv_2025_fallback,GR,570 22,57022,172.0,0.0,111.14,3.33,0.0,no_dlv
4251024047,2026-01-28,in_dlv_2025_fallback,IE,D22,D22,0.0,0.0,96.7486,2.9042,0.0,t_zero
4251024047,2026-01-28,in_dlv_2025_fallback,IE,D22,D22,0.0,0.0,174.4214,5.2358,0.0,t_zero
2586869,2026-01-28,in_dlv_2025_fallback,GR,210 53,21053,111.0,0.0,151.2,4.54,0.0,no_dlv
2586869,2026-01-28,in_dlv_2025_fallback,ES,08830,08830,0.0,0.0,164.3776,4.9318,0.0,t_zero
2586869,2026-01-28,in_dlv_2025_fallback,ES,08830,08830,0.0,0.0,35.6024,1.0682,0.0,t_zero
2586869,2026-01-29,in_dlv_2025_fallback,AT,4020,4020,0.0,0.0,32.14,0.96,0.0,t_zero
2586869,2026-01-29,in_dlv_2025_fallback,AT,4020,4020,0.0,0.0,5.9403,0.1774,0.0,t_zero
2586869,2026-01-29,in_dlv_2025_fallback,AT,4020,4020,0.0,0.0,52.3656,1.5693,0.0,t_zero
2586869,2026-01-29,in_dlv_2025_fallback,AT,9020,9020,0.0,0.0,57.7,1.73,0.0,t_zero
2586869,2026-01-29,in_dlv_2025_fallback,AT,5300,5300,0.0,0.0,11.3835,0.342,0.0,t_zero
2586869,2026-01-29,in_dlv_2025_fallback,FR,36500,36500,0.0,0.0,80.0523,2.4003,0.0,t_zero
2586869,2026-01-29,in_dlv_2025_fallback,IT,16151,16151,0.0,0.0,28.7086,0.8617,0.0,t_zero
2586869,2026-01-29,in_dlv_2025_fallback,IT,20871,20871,0.0,0.0,18.7732,0.5632,0.0,t_zero
2586869,2026-01-29,in_dlv_2025_fallback,ES,17600,17600,0.0,0.0,51.2314,1.5385,0.0,t_zero
2586869,2026-01-29,in_dlv_2025_fallback,FR,72700,72700,0.0,0.0,48.8358,1.467,0.0,t_zero
2586869,2026-01-29,in_dlv_2025_fallback,AT,5300,5300,0.0,0.0,5.495,0.1651,0.0,t_zero
2586869,2026-01-29,in_dlv_2025_fallback,FR,76100,76100,0.0,0.0,35.8304,1.0744,0.0,t_zero
2586869,2026-01-29,in_dlv_2025_fallback,CY,2033,2033,1212.6,0.0,1258.8453,37.7668,0.0,no_dlv
2586869,2026-01-29,in_dlv_2025_fallback,CY,2033,2033,518.0,0.0,537.7547,16.1332,0.0,no_dlv
2586869,2026-01-29,in_dlv_2025_fallback,GR,153 51,15351,214.0,0.0,158.01,4.74,0.0,no_dlv
2586869,2026-01-29,in_dlv_2025_fallback,AT,4020,4020,0.0,0.0,23.3905,0.6987,0.0,t_zero
2586869,2026-01-29,in_dlv_2025_fallback,AT,4020,4020,0.0,0.0,15.5446,0.4663,0.0,t_zero
2586869,2026-01-29,in_dlv_2025_fallback,AT,9020,9020,0.0,0.0,57.7,1.73,0.0,t_zero
2586869,2026-01-29,in_dlv_2025_fallback,FR,14320,14320,0.0,0.0,98.3731,2.9543,0.0,t_zero
2586869,2026-01-29,in_dlv_2025_fallback,GR,121 31,12131,934.6,0.0,441.3,13.24,0.0,no_dlv
2586869,2026-01-29,in_dlv_2025_fallback,IT,16151,16151,0.0,0.0,59.2514,1.7783,0.0,t_zero
2586869,2026-01-29,in_dlv_2025_fallback,AT,4020,4020,0.0,0.0,0.3707,0.0111,0.0,t_zero
2586869,2026-01-29,in_dlv_2025_fallback,AT,5300,5300,0.0,0.0,25.8072,0.7754,0.0,t_zero
2586869,2026-01-29,in_dlv_2025_fallback,ES,17600,17600,0.0,0.0,108.2786,3.2515,0.0,t_zero
2586869,2026-01-29,in_dlv_2025_fallback,FR,14320,14320,0.0,0.0,48.8069,1.4657,0.0,t_zero
2586869,2026-01-29,in_dlv_2025_fallback,FR,76100,76100,0.0,0.0,39.8696,1.1956,0.0,t_zero
2586869,2026-01-29,in_dlv_2025_fallback,FR,36500,36500,0.0,0.0,190.4277,5.7097,0.0,t_zero
2586869,2026-01-29,in_dlv_2025_fallback,IT,20871,20871,0.0,0.0,29.5016,0.8851,0.0,t_zero
2586869,2026-01-29,in_dlv_2025_fallback,AT,5300,5300,0.0,0.0,12.8942,0.3874,0.0,t_zero
2586869,2026-01-29,in_dlv_2025_fallback,AT,5300,5300,0.0,0.0,2.0749,0.0621,0.0,t_zero
2586869,2026-01-29,in_dlv_2025_fallback,AT,4020,4020,0.0,0.0,19.9292,0.5978,0.0,t_zero
2586869,2026-01-29,in_dlv_2025_fallback,AT,4020,4020,0.0,0.0,2.4386,0.0728,0.0,t_zero
2586869,2026-01-29,in_dlv_2025_fallback,AT,4020,4020,0.0,0.0,34.7244,1.0407,0.0,t_zero
2586869,2026-01-29,in_dlv_2025_fallback,FR,72700,72700,0.0,0.0,36.3842,1.093,0.0,t_zero
2586869,2026-01-29,in_dlv_2025_fallback,GR,410 00,41000,45.33,0.0,110.01,3.3,0.0,no_dlv
