rechnung_nr,sendungsnummer,abs_name,leistung_date,empf_land,empf_plz,fracht,diesel,maut,transportversicherung,verzollung,lademittel,gefahrgut,gb_safety_ssd,avisgebuehr,langgutzuschlag,sonstige_nebengeb,GESAMT,sum_kategorien,identitaet_delta,identitaet_ok,coverage_flag
3767096,32899222,SIKA SUPPLY CENTER AG,2025-05-23,ES,28108,1237.4000,27.8400,27.2000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1292.4400,1292.4400,0.0000,True,full
3767096,32898945,SIKA SUPPLY CENTER AG,2025-05-23,ES,19171,87.5100,1.9700,1.6000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,91.0800,91.0800,0.0000,True,full
3767096,32899718,SIKA SUPPLY CENTER AG,2025-05-26,ES,19171,2137.7000,96.2000,45.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2278.9000,2278.9000,0.0000,True,full
3767096,32899216,SIKA SUPPLY CENTER AG,2025-05-23,ES,19171,1237.4000,27.8400,27.2000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1292.4400,1292.4400,0.0000,True,full
3767096,32900967,SIKA SUPPLY CENTER AG,2025-05-27,ES,28108,209.2300,4.7100,3.2100,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,217.1500,217.1500,0.0000,True,full
3767096,32900969,SIKA SUPPLY CENTER AG,2025-05-27,ES,19171,1927.1000,43.3600,44.8000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2015.2600,2015.2600,0.0000,True,full
3767096,32902576,SIKA SUPPLY CENTER AG,2025-05-30,ES,28108,1789.4500,40.2600,41.6000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1871.3100,1871.3100,0.0000,True,full
3767096,32900707,SIKA SUPPLY CENTER AG,2025-05-27,ES,19171,2137.7000,96.2000,45.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2278.9000,2278.9000,0.0000,True,full
3767097,32888206,SIKA SUPPLY CENTER AG,2025-05-05,IT,41049,1154.6000,51.9600,56.0000,0.0000,0.0000,0.0000,95.0000,0.0000,0.0000,0.0000,0.0000,1357.5600,1357.5600,0.0000,True,full
3767097,32888130,SIKA SUPPLY CENTER AG,2025-05-05,IT,41049,1154.6000,51.9600,56.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1262.5600,1262.5600,0.0000,True,full
3767097,32889083,SIKA SUPPLY CENTER AG,2025-05-07,IT,41049,1154.6000,51.9600,56.0000,0.0000,0.0000,0.0000,95.0000,0.0000,0.0000,0.0000,0.0000,1357.5600,1357.5600,0.0000,True,full
3767097,32891842,SIKA SUPPLY CENTER AG,2025-05-12,IT,41049,1154.6000,51.9600,56.0000,0.0000,0.0000,0.0000,95.0000,0.0000,0.0000,0.0000,0.0000,1357.5600,1357.5600,0.0000,True,full
3767097,32893171,SIKA SUPPLY CENTER AG,2025-05-14,IT,41049,1154.6000,51.9600,56.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1262.5600,1262.5600,0.0000,True,full
3767097,32895788,SIKA SUPPLY CENTER AG,2025-05-19,IT,41049,1154.6000,51.9600,56.0000,0.0000,0.0000,0.0000,95.0000,0.0000,0.0000,0.0000,0.0000,1357.5600,1357.5600,0.0000,True,full
3767097,32897526,SIKA SUPPLY CENTER AG,2025-05-22,IT,41049,1154.6000,51.9600,56.0000,0.0000,0.0000,0.0000,95.0000,0.0000,0.0000,0.0000,0.0000,1357.5600,1357.5600,0.0000,True,full
3767097,32900178,SIKA SUPPLY CENTER AG,2025-05-26,IT,41049,1154.6000,51.9600,56.0000,0.0000,0.0000,0.0000,95.0000,0.0000,0.0000,0.0000,0.0000,1357.5600,1357.5600,0.0000,True,full
3767097,32899971,SIKA SUPPLY CENTER AG,2025-05-26,IT,41049,1154.6000,51.9600,56.0000,0.0000,0.0000,0.0000,95.0000,0.0000,0.0000,0.0000,0.0000,1357.5600,1357.5600,0.0000,True,full
3767097,32901265,SIKA SUPPLY CENTER AG,2025-05-28,IT,41049,1154.6000,51.9600,56.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1262.5600,1262.5600,0.0000,True,full
3767097,32887144,SIKA SUPPLY CENTER AG,2025-05-02,IT,20068,110.4000,2.4800,2.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,114.8800,114.8800,-0.0000,True,full
3767097,32888170,SIKA SUPPLY CENTER AG,2025-05-06,IT,28065,116.3000,2.6200,2.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,120.9200,120.9200,0.0000,True,full
3767097,32888747,SIKA SUPPLY CENTER AG,2025-05-07,IT,28065,270.4000,6.0800,6.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,282.4800,282.4800,0.0000,True,full
3767097,32888923,SIKA SUPPLY CENTER AG,2025-05-07,IT,41049,129.2200,2.9100,5.7500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,137.8800,137.8800,0.0000,True,full
3767097,32889405,SIKA SUPPLY CENTER AG,2025-05-07,IT,41049,635.3800,14.2900,28.2500,0.0000,0.0000,0.0000,95.0000,0.0000,0.0000,0.0000,0.0000,772.9200,772.9200,0.0000,True,full
3767097,32891953,SIKA SUPPLY CENTER AG,2025-05-12,IT,28065,291.0000,6.5500,8.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,305.5500,305.5500,0.0000,True,full
3767097,32891700,SIKA SUPPLY CENTER AG,2025-05-12,IT,41049,373.1500,8.4000,10.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,391.5500,391.5500,0.0000,True,full
3767097,32893562,SIKA SUPPLY CENTER AG,2025-05-14,IT,41049,684.1000,15.3900,30.0000,0.0000,0.0000,0.0000,95.0000,0.0000,0.0000,0.0000,0.0000,824.4900,824.4900,0.0000,True,full
3767097,32894487,SIKA SUPPLY CENTER AG,2025-05-15,IT,28065,270.4000,6.0800,6.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,282.4800,282.4800,0.0000,True,full
3767097,32896007,SIKA SUPPLY CENTER AG,2025-05-19,IT,41049,230.7100,5.1900,9.2600,0.0000,0.0000,0.0000,40.0000,0.0000,0.0000,0.0000,0.0000,285.1600,285.1600,0.0000,True,full
3767097,32897543,SIKA SUPPLY CENTER AG,2025-05-21,IT,20068,245.8500,5.5300,6.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,257.3800,257.3800,0.0000,True,full
3767097,32897541,SIKA SUPPLY CENTER AG,2025-05-21,IT,28065,116.3000,2.6200,2.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,120.9200,120.9200,0.0000,True,full
3767097,32897222,SIKA SUPPLY CENTER AG,2025-05-21,IT,41049,99.6300,2.2400,4.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,105.8700,105.8700,0.0000,True,full
3767097,32897550,SIKA SUPPLY CENTER AG,2025-05-21,IT,41049,616.0000,13.8600,26.0000,0.0000,0.0000,0.0000,95.0000,0.0000,0.0000,0.0000,0.0000,750.8600,750.8600,0.0000,True,full
3767097,32900291,SIKA SUPPLY CENTER AG,2025-05-26,IT,28065,194.5500,4.3800,4.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,202.9300,202.9300,0.0000,True,full
3767097,32900286,SIKA SUPPLY CENTER AG,2025-05-26,IT,41049,164.0400,3.6900,7.7400,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,175.4700,175.4700,0.0000,True,full
3767097,32901530,SIKA SUPPLY CENTER AG,2025-05-28,IT,41049,68.3400,1.5400,2.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,71.8800,71.8800,-0.0000,True,full
3767097,32901808,SIKA SUPPLY CENTER AG,2025-05-28,IT,41049,941.0000,21.1700,44.0000,0.0000,0.0000,0.0000,95.0000,0.0000,0.0000,0.0000,0.0000,1101.1700,1101.1700,0.0000,True,full
3767097,32887777,SIKA SUPPLY CENTER AG,2025-05-05,IT,41049,484.3500,10.9000,18.0000,0.0000,0.0000,0.0000,95.0000,0.0000,0.0000,0.0000,0.0000,608.2500,608.2500,0.0000,True,full
3767098,32902587,SIKA SUPPLY CENTER AG,2025-05-30,PT,3880,852.2500,19.1700,16.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,887.4200,887.4200,0.0000,True,full
3767098,32898139,SIKA AUTOMOTIVE DEUTSCHL,2025-05-22,PT,4785-13,253.9500,5.7100,3.2000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,262.8600,262.8600,0.0000,True,full
3767098,32885953,SIKA SUPPLY CENTER AG,2025-04-30,PT,4785-13,83.6700,1.8800,1.6000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,87.1500,87.1500,0.0000,True,full
3767098,32886289,SIKA SUPPLY CENTER AG,2025-04-30,PT,4785-13,836.7300,18.8300,16.0000,0.0000,0.0000,0.0000,50.0000,0.0000,0.0000,0.0000,0.0000,921.5600,921.5600,-0.0000,True,full
3767098,32890268,SIKA SUPPLY CENTER AG,2025-05-08,PT,3880,1301.1000,29.2700,25.6000,0.0000,0.0000,0.0000,50.0000,0.0000,0.0000,0.0000,0.0000,1405.9700,1405.9700,0.0000,True,full
3767098,32890239,SIKA SUPPLY CENTER AG,2025-05-08,PT,4785-13,386.3500,8.6900,6.4000,0.0000,0.0000,0.0000,20.0000,0.0000,0.0000,0.0000,0.0000,421.4400,421.4400,0.0000,True,full
3767098,32894570,SIKA SUPPLY CENTER AG,2025-05-15,PT,3880,1090.8500,24.5400,20.8000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1136.1900,1136.1900,0.0000,True,full
3767098,32894455,SIKA SUPPLY CENTER AG,2025-05-15,PT,4785-13,1767.0000,39.7600,36.8000,0.0000,0.0000,0.0000,50.0000,0.0000,0.0000,0.0000,0.0000,1893.5600,1893.5600,0.0000,True,full
3767098,32898396,SIKA SUPPLY CENTER AG,2025-05-22,PT,3880,1426.1000,32.0900,28.8000,0.0000,0.0000,0.0000,50.0000,0.0000,0.0000,0.0000,0.0000,1536.9900,1536.9900,0.0000,True,full
3767098,32902392,SIKA SUPPLY CENTER AG,2025-05-28,PT,4785-13,2443.1000,109.9400,45.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2598.0400,2598.0400,0.0000,True,full
3767098,32898388,SIKA SUPPLY CENTER AG,2025-05-22,PT,4785-13,2090.8500,47.0400,41.6000,0.0000,0.0000,0.0000,50.0000,0.0000,0.0000,0.0000,0.0000,2229.4900,2229.4900,0.0000,True,full
3767099,32886965,SIKA SUPPLY CENTER AG,2025-05-02,GB,LU5,1837.2500,41.3400,52.8000,0.0000,0.0000,0.0000,30.0000,15.0000,0.0000,0.0000,0.0000,2021.3900,1976.3900,45.0000,False,full
3767099,32886964,SIKA SUPPLY CENTER AG,2025-05-02,GB,LS27,163.8500,3.6900,2.4000,0.0000,0.0000,0.0000,0.0000,15.0000,0.0000,0.0000,0.0000,219.9400,184.9400,35.0000,False,full
3767099,32888458,SIKA SUPPLY CENTER AG,2025-05-06,GB,LU5,2712.3500,122.0600,68.0000,0.0000,0.0000,0.0000,30.0000,15.0000,0.0000,0.0000,0.0000,2992.4100,2947.4100,45.0000,False,full
3767099,32888172,SIKA SUPPLY CENTER AG,2025-05-06,GB,LU5,2712.3500,122.0600,68.0000,0.0000,0.0000,0.0000,30.0000,15.0000,0.0000,0.0000,0.0000,2992.4100,2947.4100,45.0000,False,full
3767099,32891085,SIKA SUPPLY CENTER AG,2025-05-09,GB,LU5,1915.2000,43.0900,55.2000,0.0000,0.0000,0.0000,30.0000,15.0000,0.0000,0.0000,0.0000,2103.4900,2058.4900,45.0000,False,full
3767099,32891076,SIKA SUPPLY CENTER AG,2025-05-09,GB,LS27,737.5500,16.5900,14.4000,0.0000,0.0000,0.0000,0.0000,15.0000,0.0000,0.0000,0.0000,828.5400,783.5400,45.0000,False,full
3767099,32895137,SIKA SUPPLY CENTER AG,2025-05-16,GB,LU5,2712.3500,122.0600,68.0000,0.0000,0.0000,0.0000,30.0000,15.0000,0.0000,0.0000,0.0000,2992.4100,2947.4100,45.0000,False,full
3767099,32895139,SIKA SUPPLY CENTER AG,2025-05-16,GB,LS27,1295.3500,29.1500,31.2000,0.0000,0.0000,0.0000,0.0000,15.0000,0.0000,0.0000,0.0000,1415.7000,1370.7000,45.0000,False,full
3767099,32896800,SIKA SUPPLY CENTER AG,2025-05-20,GB,LU5,1532.7700,34.4900,44.3000,0.0000,0.0000,0.0000,23.0700,15.0000,0.0000,0.0000,0.0000,1684.2400,1649.6300,34.6100,False,full
3767099,32896118,SIKA SUPPLY CENTER AG,2025-05-20,GB,PR5,263.9000,5.9400,4.8000,0.0000,0.0000,0.0000,0.0000,15.0000,0.0000,0.0000,0.0000,324.6400,289.6400,35.0000,False,full
3767099,32898959,SIKA SUPPLY CENTER AG,2025-05-23,GB,LU5,19.0300,0.4300,0.5000,0.0000,0.0000,0.0000,0.0000,15.0000,0.0000,0.0000,0.0000,35.8100,34.9600,0.8500,False,full
3767099,32899305,SIKA SUPPLY CENTER AG,2025-05-23,GB,LU5,991.6200,22.3100,25.9000,0.0000,0.0000,0.0000,30.0000,15.0000,0.0000,0.0000,0.0000,1128.9800,1084.8300,44.1500,False,full
3767099,32899303,SIKA SUPPLY CENTER AG,2025-05-23,GB,LS27,1397.8500,31.4500,33.6000,0.0000,0.0000,0.0000,0.0000,15.0000,0.0000,0.0000,0.0000,1522.9000,1477.9000,45.0000,False,full
3767099,32900961,SIKA SUPPLY CENTER AG,2025-05-27,GB,LU5,2712.3500,122.0600,68.0000,0.0000,0.0000,0.0000,30.0000,15.0000,0.0000,0.0000,0.0000,2992.4100,2947.4100,45.0000,False,full
3767099,32902689,SIKA SUPPLY CENTER AG,2025-05-30,GB,LU5,734.7200,16.5300,19.2000,0.0000,0.0000,0.0000,17.1400,15.0000,0.0000,0.0000,0.0000,826.5900,802.5900,24.0000,False,full
3767099,32902688,SIKA SUPPLY CENTER AG,2025-05-30,GB,LU5,2712.3500,122.0600,68.0000,0.0000,0.0000,0.0000,30.0000,15.0000,0.0000,0.0000,0.0000,2992.4100,2947.4100,45.0000,False,full
3767099,32902606,SIKA SUPPLY CENTER AG,2025-05-30,GB,LS27,536.1500,12.0600,9.6000,0.0000,0.0000,0.0000,0.0000,15.0000,0.0000,0.0000,0.0000,607.8100,572.8100,35.0000,False,full
3767099,32889605,SIKA SUPPLY CENTER AG,2025-05-08,GB,LU5,2712.3500,122.0600,68.0000,0.0000,0.0000,0.0000,0.0000,15.0000,0.0000,0.0000,0.0000,2962.4100,2917.4100,45.0000,False,full
3767099,32892654,SIKA SUPPLY CENTER AG,2025-05-13,GB,LU5,2712.3500,122.0600,68.0000,0.0000,0.0000,0.0000,30.0000,15.0000,0.0000,0.0000,0.0000,2992.4100,2947.4100,45.0000,False,full
3767099,32892399,SIKA SUPPLY CENTER AG,2025-05-13,GB,LU5,2712.3500,122.0600,68.0000,0.0000,0.0000,0.0000,0.0000,15.0000,0.0000,0.0000,0.0000,2962.4100,2917.4100,45.0000,False,full
3767099,32897733,SIKA SUPPLY CENTER AG,2025-05-22,GB,LU5,2712.3500,122.0600,68.0000,0.0000,0.0000,0.0000,0.0000,15.0000,0.0000,0.0000,250.0000,3212.4100,3167.4100,45.0000,False,full
3767100,32886967,SIKA SUPPLY CENTER AG,2025-05-02,IE,DUB,1679.2500,37.7800,33.6000,0.0000,0.0000,0.0000,30.0000,0.0000,0.0000,0.0000,0.0000,1780.6300,1780.6300,0.0000,True,full
3767100,32895252,SIKA SUPPLY CENTER AG,2025-05-16,IE,DUB,2529.0500,56.9000,52.8000,0.0000,0.0000,0.0000,30.0000,0.0000,0.0000,0.0000,0.0000,2668.7500,2668.7500,-0.0000,True,full
3767100,32899413,SIKA SUPPLY CENTER AG,2025-05-23,IE,DUB,939.3300,21.1300,18.3100,0.0000,0.0000,0.0000,12.7200,0.0000,0.0000,0.0000,0.0000,991.4900,991.4900,0.0000,True,full
3767100,32902680,SIKA SUPPLY CENTER AG,2025-05-30,IE,DUB,127.0700,2.8600,2.4000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,132.3300,132.3300,0.0000,True,full
3767155,32901501,SIKA SUPPLY CENTER AG,2025-05-28,ES,19171,2137.7000,96.2000,45.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2278.9000,2278.9000,0.0000,True,full
3767157,32903233,SIKA SUPPLY CENTER AG,2025-05-02,ES,28108,2137.7000,96.2000,45.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2278.9000,2278.9000,0.0000,True,full
3771124,32904011,SIKA SUPPLY CENTER AG,2025-06-03,ES,17834,706.6500,15.9000,8.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,730.5500,730.5500,0.0000,True,full
3771124,32907515,SIKA SUPPLY CENTER AG,2025-06-10,ES,19171,793.5000,17.8500,16.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,827.3500,827.3500,0.0000,True,full
3771124,32910176,SIKA SUPPLY CENTER AG,2025-06-13,ES,28108,930.7500,20.9400,19.2000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,970.8900,970.8900,-0.0000,True,full
3771124,32910175,SIKA SUPPLY CENTER AG,2025-06-13,ES,19171,865.1000,19.4600,17.6000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,902.1600,902.1600,-0.0000,True,full
3771124,32913507,SIKA SUPPLY CENTER AG,2025-06-20,ES,28108,805.6600,18.1200,16.3900,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,840.1700,840.1700,0.0000,True,full
3771124,32913511,SIKA SUPPLY CENTER AG,2025-06-20,ES,19171,263.8200,5.9400,5.3200,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,275.0800,275.0800,0.0000,True,full
3771124,32915202,SIKA SUPPLY CENTER AG,2025-06-24,ES,28108,357.9600,8.0600,6.4000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,372.4200,372.4200,0.0000,True,full
3771124,32917287,SIKA SUPPLY CENTER AG,2025-06-27,ES,28108,1169.5700,26.3100,25.7100,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1221.5900,1221.5900,0.0000,True,full
3771124,32904149,SIKA SUPPLY CENTER AG,2025-06-03,ES,28108,230.4000,5.1800,3.2000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,238.7800,238.7800,0.0000,True,full
3771124,32904128,SIKA SUPPLY CENTER AG,2025-06-03,ES,19171,667.0500,15.0100,12.8000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,694.8600,694.8600,0.0000,True,full
3771124,32903944,SIKA SUPPLY CENTER AG,2025-06-03,ES,28108,2137.7000,96.2000,45.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2278.9000,2278.9000,0.0000,True,full
3771124,32906062,SIKA SUPPLY CENTER AG,2025-06-06,ES,28108,2137.7000,96.2000,45.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2278.9000,2278.9000,0.0000,True,full
3771124,32906586,SIKA SUPPLY CENTER AG,2025-06-06,ES,28108,525.0500,11.8100,9.6000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,546.4600,546.4600,0.0000,True,full
3771124,32906581,SIKA SUPPLY CENTER AG,2025-06-06,ES,19171,447.4500,10.0700,8.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,465.5200,465.5200,0.0000,True,full
3771124,32905656,SIKA SUPPLY CENTER AG,2025-06-05,ES,28108,2137.7000,96.2000,45.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2278.9000,2278.9000,0.0000,True,full
3771124,32910054,SIKA SUPPLY CENTER AG,2025-06-13,ES,19171,2137.7000,96.2000,45.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2278.9000,2278.9000,0.0000,True,full
3771124,32911912,SIKA SUPPLY CENTER AG,2025-06-17,ES,28108,2076.5200,46.7200,43.7100,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2166.9500,2166.9500,0.0000,True,full
3771124,32911926,SIKA SUPPLY CENTER AG,2025-06-17,ES,19171,743.3000,15.3400,15.8300,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,774.4700,774.4700,0.0000,True,full
3771124,32911727,SIKA SUPPLY CENTER AG,2025-06-17,ES,28108,2137.7000,96.2000,45.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2278.9000,2278.9000,0.0000,True,full
3771124,32911770,SIKA SUPPLY CENTER AG,2025-06-17,ES,28108,2137.7000,96.2000,45.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2278.9000,2278.9000,0.0000,True,full
3771124,32911725,SIKA SUPPLY CENTER AG,2025-06-17,ES,28108,2137.7000,96.2000,45.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2278.9000,2278.9000,0.0000,True,full
3771124,32915153,SIKA SUPPLY CENTER AG,2025-06-24,ES,19171,2137.7000,96.2000,45.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2278.9000,2278.9000,0.0000,True,full
3771124,32915010,SIKA SUPPLY CENTER AG,2025-06-24,ES,28108,2137.7000,96.2000,45.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2278.9000,2278.9000,0.0000,True,full
3771124,32915014,SIKA SUPPLY CENTER AG,2025-06-24,ES,19171,2137.7000,96.2000,45.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2278.9000,2278.9000,0.0000,True,full
3771124,32915011,SIKA SUPPLY CENTER AG,2025-06-24,ES,28108,2137.7000,96.2000,45.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2278.9000,2278.9000,0.0000,True,full
3771124,32917286,SIKA SUPPLY CENTER AG,2025-06-27,ES,19171,1887.2000,42.4600,41.2600,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1970.9200,1970.9200,0.0000,True,full
3771124,32917005,SIKA SUPPLY CENTER AG,2025-06-27,ES,19171,792.5800,17.8300,16.8800,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,827.2900,827.2900,-0.0000,True,full
3771125,32915075,SIKA SUPPLY CENTER AG,2025-05-23,IT,28065,670.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,670.0000,670.0000,0.0000,True,full
3771125,32903450,SIKA SUPPLY CENTER AG,2025-06-02,IT,41049,1154.6000,51.9600,56.0000,0.0000,0.0000,0.0000,95.0000,0.0000,0.0000,0.0000,0.0000,1357.5600,1357.5600,0.0000,True,full
3771125,32905113,SIKA SUPPLY CENTER AG,2025-06-04,IT,41049,1154.6000,51.9600,56.0000,0.0000,0.0000,0.0000,95.0000,0.0000,0.0000,0.0000,0.0000,1357.5600,1357.5600,0.0000,True,full
3771125,32908522,SIKA SUPPLY CENTER AG,2025-06-11,IT,41049,1154.6000,51.9600,56.0000,0.0000,0.0000,0.0000,95.0000,0.0000,0.0000,0.0000,0.0000,1357.5600,1357.5600,0.0000,True,full
3771125,32911067,SIKA SUPPLY CENTER AG,2025-06-16,IT,41049,1154.6000,51.9600,56.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1262.5600,1262.5600,0.0000,True,full
3771125,32911203,SIKA SUPPLY CENTER AG,2025-06-16,IT,41049,1154.6000,51.9600,56.0000,0.0000,0.0000,0.0000,95.0000,0.0000,0.0000,0.0000,0.0000,1357.5600,1357.5600,0.0000,True,full
3771125,32907878,SIKA SUPPLY CENTER AG,2025-06-11,IT,41049,1154.6000,51.9600,56.0000,0.0000,0.0000,0.0000,95.0000,0.0000,0.0000,0.0000,0.0000,1357.5600,1357.5600,0.0000,True,full
3771125,32916029,SIKA SUPPLY CENTER AG,2025-06-25,IT,41049,1154.6000,51.9600,56.0000,0.0000,0.0000,0.0000,95.0000,0.0000,0.0000,0.0000,0.0000,1357.5600,1357.5600,0.0000,True,full
3771125,32917936,SIKA SUPPLY CENTER AG,2025-06-30,IT,41049,1154.6000,51.9600,56.0000,0.0000,0.0000,0.0000,95.0000,0.0000,0.0000,0.0000,0.0000,1357.5600,1357.5600,0.0000,True,full
3771125,32907879,SIKA SUPPLY CENTER AG,2025-06-11,IT,41049,1154.6000,51.9600,56.0000,0.0000,0.0000,0.0000,95.0000,0.0000,0.0000,0.0000,0.0000,1357.5600,1357.5600,0.0000,True,full
3771125,32902647,SIKA SUPPLY CENTER AG,2025-05-30,IT,28065,270.4000,6.0800,6.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,282.4800,282.4800,0.0000,True,full
3771125,32905015,SIKA SUPPLY CENTER AG,2025-06-04,IT,41049,440.6500,9.9100,14.0000,0.0000,0.0000,0.0000,95.0000,0.0000,0.0000,0.0000,0.0000,559.5600,559.5600,0.0000,True,full
3771125,32909701,SIKA SUPPLY CENTER AG,2025-06-13,IT,28065,194.5500,4.3800,4.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,202.9300,202.9300,0.0000,True,full
3771125,32910858,SIKA SUPPLY CENTER AG,2025-06-16,IT,41049,211.0000,4.7500,4.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,219.7500,219.7500,0.0000,True,full
3771125,32912921,SIKA SUPPLY CENTER AG,2025-06-18,IT,28065,270.4000,6.0800,6.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,282.4800,282.4800,0.0000,True,full
3771125,32913112,SIKA SUPPLY CENTER AG,2025-06-18,IT,41049,1154.6000,51.9600,56.0000,0.0000,0.0000,0.0000,95.0000,0.0000,0.0000,0.0000,0.0000,1357.5600,1357.5600,0.0000,True,full
3771125,32914044,SIKA SUPPLY CENTER AG,2025-06-23,IT,20068,364.3500,8.2000,14.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,386.5500,386.5500,0.0000,True,full
3771125,32915485,SIKA SUPPLY CENTER AG,2025-06-25,IT,28065,291.0000,6.5500,8.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,305.5500,305.5500,0.0000,True,full
3771125,32915719,SIKA SUPPLY CENTER AG,2025-06-25,IT,41049,86.6800,1.9500,4.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,92.6300,92.6300,-0.0000,True,full
