lane,auftragsnr,leistdatum,nach_ort,ausgangsrel,stpl,betrag,dlv_expected,delta,ratio,category,phase
GR-Athen,7091200010550002,2025-11-14,Mandra Attika,1412,4.0000,440.0000,440.0000,0.0000,1.0000,exact_match,in_dlv
GR-Athen,7091200010535009,2025-11-14,Mandra Attika,1412,2.0000,205.0000,205.0000,0.0000,1.0000,exact_match,in_dlv
GR-Athen,7091200010545008,2025-11-14,Paros,5711,5.0000,652.6300,550.0000,102.6300,1.1866,muster_c_over,in_dlv
GR-Athen,7091200010540003,2025-11-14,Edessa,5711,0.1000,76.1900,100.0000,-23.8100,0.7619,muster_b_under,in_dlv
GR-Athen,7091200010544001,2025-11-14,Chania,5711,1.0000,157.7800,100.0000,57.7800,1.5778,muster_c_over,in_dlv
GR-Athen,7091200010543004,2025-11-14,Lefkada,5711,0.1000,141.3200,100.0000,41.3200,1.4132,muster_c_over,in_dlv
GR-Athen,7091200010542007,2025-11-14,Acharnes,5711,2.0000,205.0000,205.0000,0.0000,1.0000,exact_match,in_dlv
GR-Athen,7091200010546005,2025-11-14,Mandra Attika,1412,15.0000,1650.0000,1650.0000,0.0000,1.0000,exact_match,in_dlv
GR-Athen,7091200010560001,2025-11-18,Kryoneri,1412,6.0000,660.0000,660.0000,0.0000,1.0000,exact_match,in_dlv
GR-Athen,7091200010562005,2025-11-18,Nea Moudhania (Nea Moudania),1412,1.0000,125.0600,100.0000,25.0600,1.2506,muster_c_over,in_dlv
GR-Athen,7091200010559005,2025-11-18,Vrachneika,1412,1.0000,136.0700,100.0000,36.0700,1.3607,muster_c_over,in_dlv
GR-Athen,7091200010558008,2025-11-18,Mandra Attika,1412,4.0000,440.0000,440.0000,0.0000,1.0000,exact_match,in_dlv
GR-Athen,7092010019789001,2025-11-21,Kalamata,1412,0.1000,65.3300,100.0000,-34.6700,0.6533,muster_b_under,in_dlv
GR-Athen,7091200010595003,2025-11-20,Mandra Attika,1412,2.0000,205.0000,205.0000,0.0000,1.0000,exact_match,in_dlv
GR-Athen,7091200010593009,2025-11-20,Mandra Attika,1412,3.0000,315.0000,315.0000,0.0000,1.0000,exact_match,in_dlv
GR-Athen,7091200010591005,2025-11-20,Rodos,1412,1.0000,179.4400,100.0000,79.4400,1.7944,muster_c_over,in_dlv
GR-Athen,7091200010586001,2025-11-20,Mandra Attika,1412,14.0000,1540.0000,1540.0000,0.0000,1.0000,exact_match,in_dlv
GR-Athen,7091200010584007,2025-11-20,Zakinthos,1412,1.0000,163.0900,100.0000,63.0900,1.6309,muster_c_over,in_dlv
GR-Athen,7091200010589002,2025-11-20,Geyfra,5711,1.0000,228.4200,100.0000,128.4200,2.2842,muster_c_over,in_dlv
GR-Athen,7091200010587008,2025-11-20,Megara,1412,1.0000,100.0000,100.0000,0.0000,1.0000,exact_match,in_dlv
GR-Athen,7091200010590008,2025-11-20,Agios Athanasios,5711,6.0000,913.7000,660.0000,253.7000,1.3844,muster_c_over,in_dlv
GR-Athen,7091200010583000,2025-11-20,Iraklio,1412,0.1000,108.8000,100.0000,8.8000,1.0880,other,in_dlv
GR-Athen,7091200010585004,2025-11-20,Aspropyrgos,1412,6.0000,660.0000,660.0000,0.0000,1.0000,exact_match,in_dlv
GR-Athen,7091200010606006,2025-11-21,N. Alikarnassos,1412,0.1000,108.8000,100.0000,8.8000,1.0880,other,in_dlv
GR-Athen,7091200010607003,2025-11-21,Mandra Attika,1412,1.0000,100.0000,100.0000,0.0000,1.0000,exact_match,in_dlv
GR-Athen,7091200010616005,2025-11-21,Kastelli,5711,2.0000,299.1500,205.0000,94.1500,1.4593,muster_c_over,in_dlv
GR-Athen,7091200010597007,2025-11-21,Mandra Attika,1412,6.0000,660.0000,660.0000,0.0000,1.0000,exact_match,in_dlv
GR-Athen,7091200010599001,2025-11-21,Nea Moudhania (Nea Moudania),5711,1.0000,201.1100,100.0000,101.1100,2.0111,muster_c_over,in_dlv
GR-Athen,7091200010617002,2025-11-21,Komotini,1412,1.5000,263.3000,205.0000,58.3000,1.2844,muster_c_over,in_dlv
GR-Athen,7091200010640000,2025-11-25,Aspropyrgos,1412,7.0000,770.0000,770.0000,0.0000,1.0000,exact_match,in_dlv
GR-Athen,7091200010649003,2025-11-25,Kastelli,1412,1.0000,195.9000,100.0000,95.9000,1.9590,muster_c_over,in_dlv
GR-Athen,7091200010639004,2025-11-25,Kastelli,1412,1.0000,157.7800,100.0000,57.7800,1.5778,muster_c_over,in_dlv
GR-Athen,7091200010635006,2025-11-25,Aspropyrgos,1412,3.0000,315.0000,315.0000,0.0000,1.0000,exact_match,in_dlv
GR-Athen,7091200010636003,2025-11-25,Xilokastro,1412,1.0000,136.0700,100.0000,36.0700,1.3607,muster_c_over,in_dlv
GR-Athen,7091200010637000,2025-11-25,Mandra Attika,1412,1.0000,100.0000,100.0000,0.0000,1.0000,exact_match,in_dlv
GR-Athen,7091200010638007,2025-11-25,Thessaloniki,5711,1.0000,97.9500,100.0000,-2.0500,0.9795,other,in_dlv
GR-Athen,7091200010644008,2025-11-25,Sindos,5711,1.0000,157.7800,100.0000,57.7800,1.5778,muster_c_over,in_dlv
GR-Athen,7091200010660008,2025-11-27,Afadoy,1412,1.0000,201.1100,100.0000,101.1100,2.0111,muster_c_over,in_dlv
GR-Athen,7091200010656001,2025-11-27,Syros (Ano Syros),1412,1.0000,179.4400,100.0000,79.4400,1.7944,muster_c_over,in_dlv
GR-Athen,7091200010659002,2025-11-27,Mandra Attika,1412,2.0000,205.0000,205.0000,0.0000,1.0000,exact_match,in_dlv
GR-Athen,7091200010671004,2025-11-28,Heraklion,1412,1.0000,157.7800,100.0000,57.7800,1.5778,muster_c_over,in_dlv
GR-Athen,7091200010664006,2025-11-28,Paros,1412,1.0000,212.1600,100.0000,112.1600,2.1216,muster_c_over,in_dlv
GR-Athen,7091200010693006,2025-12-02,Archagelos,1412,0.1000,125.0600,100.0000,25.0600,1.2506,muster_c_over,in_dlv
GR-Athen,7091200010701008,2025-12-02,Mandra Attika,1412,8.0000,880.0000,880.0000,0.0000,1.0000,exact_match,in_dlv
GR-Athen,7091200010695000,2025-12-02,Mandra Attika,1412,15.0000,1650.0000,1650.0000,0.0000,1.0000,exact_match,in_dlv
GR-Athen,7091200010716002,2025-12-04,Komotini,5711,1.0000,141.3200,100.0000,41.3200,1.4132,muster_c_over,in_dlv
GR-Athen,7091200010721006,2025-12-04,Naxos,1412,1.0000,201.1100,100.0000,101.1100,2.0111,muster_c_over,in_dlv
GR-Athen,7091200010720009,2025-12-04,Heraklion,1412,0.2000,179.4400,100.0000,79.4400,1.7944,muster_c_over,in_dlv
GR-Athen,7091200010717009,2025-12-04,Elliniko,1412,0.1000,55.0000,100.0000,-45.0000,0.5500,muster_b_under,in_dlv
GR-Athen,7091200010715005,2025-12-04,Sindos,5711,3.0000,293.7500,315.0000,-21.2500,0.9325,muster_b_under,in_dlv
GR-Athen,7091200010718006,2025-12-04,Heraklion,1412,1.0000,157.7800,100.0000,57.7800,1.5778,muster_c_over,in_dlv
GR-Athen,7091200010708007,2025-12-04,Kryoneri,1412,3.0000,315.0000,315.0000,0.0000,1.0000,exact_match,in_dlv
GR-Athen,7091200010714008,2025-12-04,Aspropyrgos,1412,1.0000,100.0000,100.0000,0.0000,1.0000,exact_match,in_dlv
GR-Athen,7091200010712004,2025-12-04,Dafnes,1412,1.0000,157.7800,100.0000,57.7800,1.5778,muster_c_over,in_dlv
GR-Athen,7091200010711007,2025-12-04,Paiania,1412,1.0000,100.0000,100.0000,0.0000,1.0000,exact_match,in_dlv
GR-Athen,7091200010713001,2025-12-04,Xilokastro,1412,1.0000,217.5600,100.0000,117.5600,2.1756,muster_c_over,in_dlv
GR-Athen,7091200010722003,2025-12-04,Komotini,5711,2.0000,228.4200,205.0000,23.4200,1.1142,muster_c_over,in_dlv
GR-Athen,7091200010709004,2025-12-04,Acharnes,1412,2.0000,205.0000,205.0000,0.0000,1.0000,exact_match,in_dlv
GR-Athen,7091200010740007,2025-12-05,Mandra Attika,5711,9.5000,990.0000,1100.0000,-110.0000,0.9000,muster_b_under,in_dlv
GR-Athen,7091200010732002,2025-12-05,Mandra Attika,1412,15.0000,1650.0000,1650.0000,0.0000,1.0000,exact_match,in_dlv
GR-Athen,7091200010734006,2025-12-05,Megara,1412,3.0000,315.0000,315.0000,0.0000,1.0000,exact_match,in_dlv
GR-Athen,7091200010733009,2025-12-05,Ilio,1412,1.0000,100.0000,100.0000,0.0000,1.0000,exact_match,in_dlv
GR-Athen,7091200010737007,2025-12-05,Marousi,1412,1.0000,100.0000,100.0000,0.0000,1.0000,exact_match,in_dlv
GR-Athen,7091200010738004,2025-12-05,Thessaloniki,5711,3.0000,293.7500,315.0000,-21.2500,0.9325,muster_b_under,in_dlv
GR-Athen,7091200010736000,2025-12-05,Mandra Attika,1412,15.0000,1650.0000,1650.0000,0.0000,1.0000,exact_match,in_dlv
GR-Athen,7092010023396004,2025-12-08,Paros,1412,0.2000,108.8000,100.0000,8.8000,1.0880,other,in_dlv
GR-Athen,7091200010757005,2025-12-09,Mandra Attika,1412,1.0000,100.0000,100.0000,0.0000,1.0000,exact_match,in_dlv
GR-Athen,7091200010756008,2025-12-09,Thira,1412,1.0000,201.1100,100.0000,101.1100,2.0111,muster_c_over,in_dlv
GR-Athen,7091200010754004,2025-12-09,Afadoy,1412,1.0000,179.4400,100.0000,79.4400,1.7944,muster_c_over,in_dlv
GR-Athen,7091200010758002,2025-12-09,Kastelli,1412,0.5000,179.4400,100.0000,79.4400,1.7944,muster_c_over,in_dlv
GR-Athen,7091200010749000,2025-12-09,Glyka Nera,1412,2.5000,315.0000,205.0000,110.0000,1.5366,muster_c_over,in_dlv
GR-Athen,7091200010750006,2025-12-09,Kastelli,1412,1.0000,157.7800,100.0000,57.7800,1.5778,muster_c_over,in_dlv
GR-Athen,7091200010764003,2025-12-09,Mandra Attika,1412,3.0000,315.0000,315.0000,0.0000,1.0000,exact_match,in_dlv
GR-Athen,7091200010766007,2025-12-09,Athens,1412,2.0000,205.0000,205.0000,0.0000,1.0000,exact_match,in_dlv
GR-Athen,7091200010759009,2025-12-09,Zakinthos,1412,1.0000,163.0900,100.0000,63.0900,1.6309,muster_c_over,in_dlv
GR-Athen,7091200010760005,2025-12-09,Patra,1412,0.1000,81.5900,100.0000,-18.4100,0.8159,muster_b_under,in_dlv
GR-Athen,7091200010763006,2025-12-09,Agios Athanasios,5711,1.0000,136.0700,100.0000,36.0700,1.3607,muster_c_over,in_dlv
GR-Athen,7092010024665000,2025-12-12,Kalamata,1412,0.5000,92.3500,100.0000,-7.6500,0.9235,other,in_dlv
GR-Athen,7091200010775009,2025-12-11,Kilkis,5711,1.0000,125.0600,100.0000,25.0600,1.2506,muster_c_over,in_dlv
GR-Athen,7091200010776006,2025-12-11,Mandra Attika,1412,4.0000,440.0000,440.0000,0.0000,1.0000,exact_match,in_dlv
GR-Athen,7091200010778000,2025-12-11,Mandra Attika,1412,7.5000,880.0000,880.0000,0.0000,1.0000,exact_match,in_dlv
GR-Athen,7091200010774002,2025-12-11,Mandra Attika,1412,8.0000,880.0000,880.0000,0.0000,1.0000,exact_match,in_dlv
GR-Athen,7092010024658002,2025-12-12,Piraeus,1412,1.0000,100.0000,100.0000,0.0000,1.0000,exact_match,in_dlv
GR-Athen,7091200010779007,2025-12-11,Sparti,1412,2.0000,233.9200,205.0000,28.9200,1.1411,muster_c_over,in_dlv
GR-Athen,7091200010802002,2025-12-12,Sparti,1412,1.0000,136.0700,100.0000,36.0700,1.3607,muster_c_over,in_dlv
GR-Athen,7091200010795007,2025-12-12,Sparti,1412,2.0000,233.9200,205.0000,28.9200,1.1411,muster_c_over,in_dlv
GR-Athen,7091200010800008,2025-12-12,Sparti,1412,1.0000,136.0700,100.0000,36.0700,1.3607,muster_c_over,in_dlv
GR-Athen,7091200010803009,2025-12-12,Athens,1412,1.0000,100.0000,100.0000,0.0000,1.0000,exact_match,in_dlv
GR-Athen,7091200010794000,2025-12-12,Mandra Attika,1412,0.5000,55.0000,100.0000,-45.0000,0.5500,muster_b_under,in_dlv
GR-Athen,7091200010796004,2025-12-12,N. Alikarnassos,1412,0.5000,119.7100,100.0000,19.7100,1.1971,muster_c_over,in_dlv
GR-Athen,7091200010789006,2025-12-12,Mandra Attika,1412,11.0000,1210.0000,1210.0000,0.0000,1.0000,exact_match,in_dlv
GR-Athen,7091200010790002,2025-12-12,Aspropyrgos,1412,6.0000,660.0000,660.0000,0.0000,1.0000,exact_match,in_dlv
GR-Athen,7091200010801005,2025-12-12,Mandra Attika,1412,2.0000,205.0000,205.0000,0.0000,1.0000,exact_match,in_dlv
GB-Wallingford,7091200010031006,2025-09-29,Wallingford,1403,18.0000,1520.0000,1495.0000,25.0000,1.0167,muster_c_over,in_dlv
GB-Wallingford,7092010000813005,2025-09-29,Wallingford,1403,1.0000,150.0000,100.0000,50.0000,1.5000,muster_c_over,in_dlv
GB-Wallingford,7091200010054005,2025-10-01,Wallingford,1403,14.0000,1270.0000,1200.0000,70.0000,1.0583,muster_c_over,in_dlv
GB-Wallingford,7091200010082008,2025-10-02,Wallingford,0042,1.0000,145.0000,100.0000,45.0000,1.4500,muster_c_over,in_dlv
GB-Wallingford,7091200010087003,2025-10-06,Wallingford,1403,14.0000,1225.0000,1200.0000,25.0000,1.0208,muster_c_over,in_dlv
GB-Wallingford,7091200010091000,2025-10-06,Wallingford,1403,1.0000,145.0000,100.0000,45.0000,1.4500,muster_c_over,in_dlv
GB-Wallingford,7091200010121004,2025-10-07,Wallingford,1403,8.0000,770.0000,745.0000,25.0000,1.0336,muster_c_over,in_dlv
GB-Wallingford,7091200010116000,2025-10-07,Wallingford,1403,10.0000,770.0000,885.0000,-115.0000,0.8701,muster_b_under,in_dlv
GB-Wallingford,7091200010133007,2025-10-08,Wallingford,1403,18.0000,1000.0000,1495.0000,-495.0000,0.6689,muster_b_under,in_dlv
GB-Wallingford,7091200010125002,2025-10-07,Wallingford,1403,6.0000,590.0000,620.0000,-30.0000,0.9516,muster_b_under,in_dlv
GB-Wallingford,7091200010156006,2025-10-09,Wallingford,1403,1.0000,170.0000,100.0000,70.0000,1.7000,muster_c_over,in_dlv
GB-Wallingford,7091200010160003,2025-10-09,Wallingford,1403,1.3000,195.0000,100.0000,95.0000,1.9500,muster_c_over,in_dlv
GB-Wallingford,7091200010146007,2025-10-09,Wallingford,1403,12.0000,2510.0000,1050.0000,1460.0000,2.3905,muster_c_over,in_dlv
GB-Wallingford,7091200010076007,2025-10-01,Wallingford,1403,24.0000,1990.0000,1965.0000,25.0000,1.0127,muster_c_over,in_dlv
GB-Wallingford,7091200010081001,2025-10-02,Wallingford,0042,24.0000,1075.0000,1965.0000,-890.0000,0.5471,muster_b_under,in_dlv
GB-Wallingford,7091200010191007,2025-10-13,Wallingford,1403,24.0000,1990.0000,1965.0000,25.0000,1.0127,muster_c_over,in_dlv
GB-Wallingford,7091200010200006,2025-10-14,Wallingford,1403,9.0000,840.0000,815.0000,25.0000,1.0307,muster_c_over,in_dlv
GB-Wallingford,7091200010216007,2025-10-14,Wallingford,1403,6.2500,540.0000,620.0000,-80.0000,0.8710,muster_b_under,in_dlv
GB-Wallingford,7091200010229007,2025-10-16,Wallingford,1403,2.2500,260.0000,200.0000,60.0000,1.3000,muster_c_over,in_dlv
GB-Wallingford,7091200010234001,2025-10-16,Wallingford,1403,1.0000,155.0000,100.0000,55.0000,1.5500,muster_c_over,in_dlv
GB-Wallingford,7091200010242006,2025-10-16,Wallingford,1403,7.0000,645.0000,700.0000,-55.0000,0.9214,muster_b_under,in_dlv
GB-Wallingford,7091200010223005,2025-10-14,Wallingford,1403,4.0000,380.0000,470.0000,-90.0000,0.8085,muster_b_under,in_dlv
GB-Wallingford,7091200010230003,2025-10-15,Wallingford,1403,1.5000,230.0000,200.0000,30.0000,1.1500,muster_c_over,in_dlv
GB-Wallingford,7091200010231000,2025-10-15,Wallingford,1403,17.0000,1440.0000,1415.0000,25.0000,1.0177,muster_c_over,in_dlv
GB-Wallingford,7091200010271006,2025-10-20,Wallingford,1403,18.0000,1520.0000,1495.0000,25.0000,1.0167,muster_c_over,in_dlv
GB-Wallingford,7091200010290007,2025-10-21,Wallingford,1403,2.5000,265.0000,200.0000,65.0000,1.3250,muster_c_over,in_dlv
GB-Wallingford,7091200010283009,2025-10-21,Wallingford,1403,6.0000,645.0000,620.0000,25.0000,1.0403,muster_c_over,in_dlv
GB-Wallingford,7091200010304001,2025-10-22,Wallingford,1403,34.0000,2675.0000,2650.0000,25.0000,1.0094,muster_c_over,in_dlv
GB-Wallingford,7091200010309006,2025-10-22,Wallingford,1403,3.0000,290.0000,335.0000,-45.0000,0.8657,muster_b_under,in_dlv
GB-Wallingford,7091200010305008,2025-10-22,Wallingford,1403,13.0000,1150.0000,1125.0000,25.0000,1.0222,muster_c_over,in_dlv
GB-Wallingford,7091200010324009,2025-10-23,Wallingford,1403,11.0000,770.0000,975.0000,-205.0000,0.7897,muster_b_under,in_dlv
GB-Wallingford,7091200010319005,2025-10-23,Wallingford,1403,1.2500,170.0000,100.0000,70.0000,1.7000,muster_c_over,in_dlv
GB-Wallingford,7091200010317001,2025-10-23,Wallingford,1403,10.0000,910.0000,885.0000,25.0000,1.0282,muster_c_over,in_dlv
GB-Wallingford,7091200010354006,2025-10-27,Wallingford,1403,14.0000,1270.0000,1200.0000,70.0000,1.0583,muster_c_over,in_dlv
GB-Wallingford,7091200010366009,2025-10-28,Wallingford,1403,1.0000,140.0000,100.0000,40.0000,1.4000,muster_c_over,in_dlv
GB-Wallingford,7091200010380005,2025-10-28,Wallingford,1403,15.5000,1415.0000,1345.0000,70.0000,1.0520,muster_c_over,in_dlv
GB-Wallingford,7091200010389008,2025-10-29,Wallingford,1403,21.0000,1750.0000,1725.0000,25.0000,1.0145,muster_c_over,in_dlv
GB-Wallingford,7092010010725008,2025-10-21,Wallingford,1403,3.0000,305.0000,335.0000,-30.0000,0.9104,muster_b_under,in_dlv
GB-Wallingford,7091200010399007,2025-10-30,Wallingford,1403,21.7500,1920.0000,1805.0000,115.0000,1.0637,muster_c_over,in_dlv
