leistungsdatum,auftragsnummer,kunde,empf_land,empf_plz,fracht,diesel,maut,transportversicherung,verzollung,lademittel,gefahrgut,gb_safety_ssd,avisgebuehr,langgutzuschlag,sonstige_nebengeb,GESAMT,sum_kategorien,identitaet_delta,identitaet_ok
2025-11-20,7092010019465004,EBM-Papst Mulfingen GmbH & Co. KG,HR,52460,1300.0000,75.4000,57.9900,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1433.3900,1433.3900,0.0000,True
2025-11-20,7092010019550007,EBM-Papst Mulfingen GmbH & Co. KG,HR,52460,1175.0000,68.1500,44.3500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1287.5000,1287.5000,0.0000,True
2025-11-21,7092010019519004,EBM-Papst Mulfingen GmbH & Co. KG,EE,75306,926.0000,53.7100,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,979.7100,979.7100,0.0000,True
2025-11-21,7092010020108006,EBM-Papst Mulfingen GmbH & Co. KG,IE,R32 PN8W,3375.0000,195.7500,64.6200,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3635.3700,3635.3700,0.0000,True
2025-11-21,7092010020098000,EBM-Papst Mulfingen GmbH & Co. KG,IE,R32 PN8W,3375.0000,195.7500,64.6200,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3635.3700,3635.3700,0.0000,True
2025-11-21,7092010020106002,EBM-Papst Mulfingen GmbH & Co. KG,IE,R32 PN8W,3375.0000,195.7500,64.6200,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3635.3700,3635.3700,0.0000,True
2025-11-21,7092010019523001,EBM-Papst Mulfingen GmbH & Co. KG,PL,70-895,162.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,162.0000,162.0000,0.0000,True
2025-11-21,7092010020116001,EBM-Papst Mulfingen GmbH & Co. KG,IE,H91,3505.0000,203.2900,64.6200,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3772.9100,3772.9100,0.0000,True
2025-11-21,7092010019522004,EBM-Papst Mulfingen GmbH & Co. KG,PL,59-241,165.0000,9.5700,9.9100,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,184.4800,184.4800,0.0000,True
2025-11-24,7092010019520000,EBM-Papst Mulfingen GmbH & Co. KG,SK,913 11,437.0000,25.3500,3.3300,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,465.6800,465.6800,0.0000,True
2025-11-24,7092010020112003,EBM-Papst Mulfingen GmbH & Co. KG,IE,R32 PN8W,3375.0000,195.7500,64.6200,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3635.3700,3635.3700,0.0000,True
2025-11-25,7092010020074004,EBM-Papst Mulfingen GmbH & Co. KG,PL,03-236,920.0000,53.3600,95.4300,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1068.7900,1068.7900,0.0000,True
2025-11-27,7092010020783005,EBM-Papst Mulfingen GmbH & Co. KG,PL,03-236,920.0000,53.3600,95.4300,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1068.7900,1068.7900,0.0000,True
2025-11-28,7092010021463005,EBM-Papst Mulfingen GmbH & Co. KG,IE,R32 PN8W,3375.0000,195.7500,64.6200,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3635.3700,3635.3700,0.0000,True
2025-11-28,7092010021458001,EBM-Papst Mulfingen GmbH & Co. KG,IE,R32 PN8W,3375.0000,195.7500,64.6200,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3635.3700,3635.3700,0.0000,True
2025-11-28,7092010021460004,EBM-Papst Mulfingen GmbH & Co. KG,IE,R32 PN8W,3375.0000,195.7500,64.6200,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3635.3700,3635.3700,0.0000,True
2025-11-28,7092010021466006,EBM-Papst Mulfingen GmbH & Co. KG,IE,R32 PN8W,3375.0000,195.7500,64.6200,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3635.3700,3635.3700,0.0000,True
2025-11-28,7092010021489005,EBM-Papst Mulfingen GmbH & Co. KG,IE,H91,3505.0000,203.2900,64.6200,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3772.9100,3772.9100,0.0000,True
2025-12-01,7092010021733009,EBM-Papst Mulfingen GmbH & Co. KG,SI,1370,374.0000,23.9400,6.8200,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,404.7600,404.7600,0.0000,True
2025-12-01,7092010021840004,EBM-Papst Mulfingen GmbH & Co. KG,DE,74673,231.1200,14.7900,11.2300,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,257.1400,257.1400,0.0000,True
2025-12-01,7092010021418005,EBM-Papst Mulfingen GmbH & Co. KG,SK,905 01,960.0000,61.4400,37.7600,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1059.2000,1059.2000,0.0000,True
2025-12-02,7092010021842008,EBM-Papst Mulfingen GmbH & Co. KG,SK,905 01,960.0000,61.4400,37.7600,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1059.2000,1059.2000,0.0000,True
2025-12-02,7092010021732002,EBM-Papst Mulfingen GmbH & Co. KG,PL,03-236,920.0000,58.8800,95.4300,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1074.3100,1074.3100,0.0000,True
2025-12-03,7092010022491007,EBM-Papst Mulfingen GmbH & Co. KG,SI,4202,1313.0000,84.0300,57.9900,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1455.0200,1455.0200,0.0000,True
2025-12-03,7092010022156005,EBM-Papst Mulfingen GmbH & Co. KG,PL,03-236,920.0000,58.8800,95.4300,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1074.3100,1074.3100,0.0000,True
2025-12-03,7092010021548009,EBM-Papst Mulfingen GmbH & Co. KG,SK,905 01,960.0000,61.4400,37.7600,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1059.2000,1059.2000,0.0000,True
2025-12-04,5152000003768003,EBM-Papst Mulfingen GmbH & Co. KG,DE,74673,94.8000,6.0700,2.4800,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,103.3500,103.3500,-0.0000,True
2025-12-04,7092010022530003,EBM-Papst Mulfingen GmbH & Co. KG,PL,03-236,920.0000,58.8800,95.4300,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1074.3100,1074.3100,0.0000,True
2025-12-04,7092010022733008,EBM-Papst Mulfingen GmbH & Co. KG,GB,CM77 8QN,2600.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2600.0000,2600.0000,0.0000,True
2025-12-05,7092010022925007,EBM-Papst Mulfingen GmbH & Co. KG,EE,75306,460.0000,29.4400,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,489.4400,489.4400,0.0000,True
2025-12-05,7092010022930001,EBM-Papst Mulfingen GmbH & Co. KG,EE,75306,150.0000,9.6000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,159.6000,159.6000,0.0000,True
2025-12-05,7092010023535007,EBM-Papst Mulfingen GmbH & Co. KG,IE,R32 PN8W,3375.0000,216.0000,64.6200,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3655.6200,3655.6200,0.0000,True
2025-12-05,7092010023223003,EBM-Papst Mulfingen GmbH & Co. KG,SK,905 01,960.0000,61.4400,37.7600,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1059.2000,1059.2000,0.0000,True
2025-12-05,7092010023534000,EBM-Papst Mulfingen GmbH & Co. KG,IE,R32 PN8W,3375.0000,216.0000,64.6200,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3655.6200,3655.6200,0.0000,True
2025-12-05,7092010023537001,EBM-Papst Mulfingen GmbH & Co. KG,IE,R32 PN8W,3375.0000,216.0000,64.6200,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3655.6200,3655.6200,0.0000,True
2025-12-05,7092010023234009,EBM-Papst Mulfingen GmbH & Co. KG,SK,905 01,960.0000,61.4400,37.7600,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1059.2000,1059.2000,0.0000,True
2025-12-05,7092010023255004,EBM-Papst Mulfingen GmbH & Co. KG,IE,H91,2906.1000,185.9900,45.6100,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3137.7000,3137.7000,-0.0000,True
2025-12-08,7092010023206006,EBM-Papst Mulfingen GmbH & Co. KG,PL,03-236,920.0000,58.8800,95.4300,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1074.3100,1074.3100,0.0000,True
2025-12-09,7092010023690003,EBM-Papst Mulfingen GmbH & Co. KG,SI,4202,139.0000,8.9000,1.7100,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,149.6100,149.6100,0.0000,True
2025-12-09,7092010023688000,EBM-Papst Mulfingen GmbH & Co. KG,PL,70-895,130.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,130.0000,130.0000,0.0000,True
2025-12-09,7092010023689007,EBM-Papst Mulfingen GmbH & Co. KG,PL,59-241,79.0000,5.0600,2.4800,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,86.5400,86.5400,0.0000,True
2025-12-09,7092010023543002,EBM-Papst Mulfingen GmbH & Co. KG,PL,03-236,920.0000,58.8800,95.4300,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1074.3100,1074.3100,0.0000,True
2025-12-10,7092010024167009,EBM-Papst Mulfingen GmbH & Co. KG,PL,32-050,1080.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1080.0000,1080.0000,0.0000,True
2025-12-10,7092010023834001,EBM-Papst Mulfingen GmbH & Co. KG,HR,52460,740.0000,47.3600,20.4700,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,807.8300,807.8300,0.0000,True
2025-12-10,7092010023830003,EBM-Papst Mulfingen GmbH & Co. KG,SI,4223,549.0000,35.1400,11.9400,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,596.0800,596.0800,0.0000,True
2025-12-10,7092010023869003,EBM-Papst Mulfingen GmbH & Co. KG,SK,913 04,571.0000,36.5400,10.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,617.5400,617.5400,0.0000,True
2025-12-11,7092010024157000,EBM-Papst Mulfingen GmbH & Co. KG,PL,03-236,920.0000,58.8800,95.4300,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1074.3100,1074.3100,0.0000,True
2025-12-12,7092010025194004,EBM-Papst Mulfingen GmbH & Co. KG,IE,R32 PN8W,3375.0000,216.0000,64.6200,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3655.6200,3655.6200,0.0000,True
2025-12-12,7092010024506006,EBM-Papst Mulfingen GmbH & Co. KG,PL,03-236,920.0000,58.8800,95.4300,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1074.3100,1074.3100,0.0000,True
2025-12-12,7092010025179001,EBM-Papst Mulfingen GmbH & Co. KG,IE,H91,3505.0000,224.3200,64.6200,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3793.9400,3793.9400,0.0000,True
2025-12-12,7092010024494006,EBM-Papst Mulfingen GmbH & Co. KG,SK,905 01,960.0000,61.4400,37.7600,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1059.2000,1059.2000,0.0000,True
2025-12-12,7092010025177007,EBM-Papst Mulfingen GmbH & Co. KG,IE,R32 PN8W,3375.0000,216.0000,64.6200,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3655.6200,3655.6200,0.0000,True
2025-12-15,7092010024879001,EBM-Papst Mulfingen GmbH & Co. KG,PL,03-236,920.0000,58.8800,95.4300,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1074.3100,1074.3100,0.0000,True
2025-12-16,7092010025169002,EBM-Papst Mulfingen GmbH & Co. KG,PL,03-236,920.0000,58.8800,95.4300,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1074.3100,1074.3100,0.0000,True
2025-12-16,7092010025466002,EBM-Papst Mulfingen GmbH & Co. KG,SK,913 11,545.0000,34.8800,5.5500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,585.4300,585.4300,0.0000,True
2025-12-16,7092010025442006,EBM-Papst Mulfingen GmbH & Co. KG,SI,4202,1073.0000,68.6700,37.5200,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1179.1900,1179.1900,0.0000,True
2025-12-18,7092010025964003,EBM-Papst Mulfingen GmbH & Co. KG,SI,3320,587.0000,37.5700,13.6400,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,638.2100,638.2100,0.0000,True
2025-12-18,7092010025792002,EBM-Papst Mulfingen GmbH & Co. KG,PL,03-236,920.0000,58.8800,95.4300,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1074.3100,1074.3100,0.0000,True
2025-12-18,7092010025941004,EBM-Papst Mulfingen GmbH & Co. KG,IE,H91,3505.0000,224.3200,64.6200,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3793.9400,3793.9400,0.0000,True
2026-01-05,7092010025943008,EBM-Papst Mulfingen GmbH & Co. KG,PL,03-236,920.0000,64.4000,95.4300,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1079.8300,1079.8300,0.0000,True
2026-01-08,7092010027093008,EBM-Papst Mulfingen GmbH & Co. KG,HR,52460,800.0000,56.0000,23.8800,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,879.8800,879.8800,0.0000,True
2026-01-08,7092010027305002,EBM-Papst Mulfingen GmbH & Co. KG,SK,913 11,543.0000,38.0100,7.7700,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,588.7800,588.7800,0.0000,True
2026-01-08,7092010027095002,EBM-Papst Mulfingen GmbH & Co. KG,HR,52460,1300.0000,91.0000,57.9900,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1448.9900,1448.9900,0.0000,True
2026-01-08,7092010027337003,EBM-Papst Mulfingen GmbH & Co. KG,PL,32-050,1190.0000,119.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1309.0000,1309.0000,0.0000,True
2026-01-09,7092010027865001,EBM-Papst Mulfingen GmbH & Co. KG,IE,R32 PN8W,3375.0000,236.2500,64.6200,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3675.8700,3675.8700,0.0000,True
2026-01-09,7092010027739005,EBM-Papst Mulfingen GmbH & Co. KG,IE,H91,2256.9000,157.9800,30.4100,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2445.2900,2445.2900,0.0000,True
2026-01-09,7092010027388005,EBM-Papst Mulfingen GmbH & Co. KG,PL,03-236,920.0000,64.4000,95.4300,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1079.8300,1079.8300,0.0000,True
2026-01-09,7092010027861003,EBM-Papst Mulfingen GmbH & Co. KG,IE,F92,3325.0000,232.7500,64.6200,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3622.3700,3622.3700,0.0000,True
2026-01-13,7092010027761006,EBM-Papst Mulfingen GmbH & Co. KG,HR,52460,965.0000,67.5500,34.1100,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1066.6600,1066.6600,0.0000,True
2026-01-13,7092010027694007,EBM-Papst Mulfingen GmbH & Co. KG,PL,03-236,920.0000,64.4000,95.4300,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1079.8300,1079.8300,0.0000,True
2026-01-13,7092010027303008,EBM-Papst Mulfingen GmbH & Co. KG,PL,59-241,79.0000,5.5300,2.4800,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,87.0100,87.0100,0.0000,True
2026-01-13,7092010027304005,EBM-Papst Mulfingen GmbH & Co. KG,PL,70-895,247.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,247.5000,247.5000,0.0000,True
2026-01-13,7092010027764007,EBM-Papst Mulfingen GmbH & Co. KG,HR,52460,1300.0000,91.0000,57.9900,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1448.9900,1448.9900,0.0000,True
2026-01-14,7092010027426004,EBM-Papst Mulfingen GmbH & Co. KG,SK,905 01,960.0000,67.2000,37.7600,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1064.9600,1064.9600,0.0000,True
2026-01-14,7092010028135004,EBM-Papst Mulfingen GmbH & Co. KG,PL,03-236,920.0000,64.4000,95.4300,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1079.8300,1079.8300,0.0000,True
2026-01-15,7092010028752003,EBM-Papst Mulfingen GmbH & Co. KG,PL,03-236,920.0000,64.4000,95.4300,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1079.8300,1079.8300,0.0000,True
2026-01-16,7092010029769000,EBM-Papst Mulfingen GmbH & Co. KG,IE,R32 PN8W,2265.9000,158.6100,32.3100,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2456.8200,2456.8200,0.0000,True
2026-01-16,7092010029588007,EBM-Papst Mulfingen GmbH & Co. KG,IE,R32 PN8W,3375.0000,236.2500,64.6200,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3675.8700,3675.8700,0.0000,True
2026-01-16,7092010027327004,EBM-Papst Mulfingen GmbH & Co. KG,EE,75306,150.0000,10.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,160.5000,160.5000,0.0000,True
2026-01-16,7092010029767006,EBM-Papst Mulfingen GmbH & Co. KG,IE,H91,2149.9000,150.4900,28.5100,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2328.9000,2328.9000,-0.0000,True
2026-01-16,7092010029604004,EBM-Papst Mulfingen GmbH & Co. KG,IE,R32 PN8W,3375.0000,236.2500,64.6200,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3675.8700,3675.8700,0.0000,True
2026-01-16,7092010029077006,EBM-Papst Mulfingen GmbH & Co. KG,PL,03-236,920.0000,64.4000,95.4300,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1079.8300,1079.8300,0.0000,True
2026-01-19,7092010029747008,EBM-Papst Mulfingen GmbH & Co. KG,SK,905 01,960.0000,67.2000,37.7600,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1064.9600,1064.9600,0.0000,True
2026-01-19,7092010029746001,EBM-Papst Mulfingen GmbH & Co. KG,SK,905 01,960.0000,67.2000,37.7600,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1064.9600,1064.9600,0.0000,True
2026-01-19,7092010027428008,EBM-Papst Mulfingen GmbH & Co. KG,SK,905 01,960.0000,67.2000,37.7600,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1064.9600,1064.9600,0.0000,True
2026-01-20,7092010029752002,EBM-Papst Mulfingen GmbH & Co. KG,PL,03-236,920.0000,64.4000,95.4300,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1079.8300,1079.8300,0.0000,True
2026-01-20,7092010029082000,EBM-Papst Mulfingen GmbH & Co. KG,PL,59-241,79.0000,5.5300,2.4800,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,87.0100,87.0100,0.0000,True
2026-01-20,7092010029748005,EBM-Papst Mulfingen GmbH & Co. KG,SK,905 01,960.0000,67.2000,37.7600,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1064.9600,1064.9600,0.0000,True
2026-01-21,7092010030181006,EBM-Papst Mulfingen GmbH & Co. KG,PL,03-236,920.0000,64.4000,95.4300,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1079.8300,1079.8300,0.0000,True
2026-01-22,7092010030871006,EBM-Papst Mulfingen GmbH & Co. KG,IE,K32,3375.0000,236.2500,64.6200,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3675.8700,3675.8700,0.0000,True
2026-01-22,7092010030872003,EBM-Papst Mulfingen GmbH & Co. KG,IE,F92,3325.0000,232.7500,64.6200,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3622.3700,3622.3700,0.0000,True
2026-01-22,7092010030836005,EBM-Papst Mulfingen GmbH & Co. KG,HR,52460,1300.0000,91.0000,57.9900,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1448.9900,1448.9900,0.0000,True
2026-01-22,7092010030876001,EBM-Papst Mulfingen GmbH & Co. KG,SK,905 01,960.0000,67.2000,37.7600,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1064.9600,1064.9600,0.0000,True
2026-01-22,7092010030986007,EBM-Papst Mulfingen GmbH & Co. KG,DE,74673,566.4000,39.6500,8.5300,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.5000,622.0800,622.0800,0.0000,True
2026-01-23,7092010030856003,EBM-Papst Mulfingen GmbH & Co. KG,PL,59-241,645.0000,45.1500,84.2100,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,774.3600,774.3600,0.0000,True
2026-01-23,7092010031752007,EBM-Papst Mulfingen GmbH & Co. KG,IE,F92,3325.0000,232.7500,64.6200,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3622.3700,3622.3700,0.0000,True
2026-01-23,7092010030957007,EBM-Papst Mulfingen GmbH & Co. KG,EE,75306,350.0000,24.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,374.5000,374.5000,0.0000,True
2026-01-23,7092010030866002,EBM-Papst Mulfingen GmbH & Co. KG,RS,18400,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,True
2026-01-23,7092010031744002,EBM-Papst Mulfingen GmbH & Co. KG,IE,H91,3505.0000,245.3500,64.6200,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3814.9700,3814.9700,0.0000,True
2026-01-23,7092010031750003,EBM-Papst Mulfingen GmbH & Co. KG,IE,R32 PN8W,3375.0000,236.2500,64.6200,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3675.8700,3675.8700,0.0000,True
2026-01-23,7092010029190002,EBM-Papst Mulfingen GmbH & Co. KG,EE,75306,750.0000,52.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,802.5000,802.5000,0.0000,True
2026-01-23,7092010030857000,EBM-Papst Mulfingen GmbH & Co. KG,PL,70-895,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,True
2026-01-23,7092010031747003,EBM-Papst Mulfingen GmbH & Co. KG,IE,R32 PN8W,3375.0000,236.2500,64.6200,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3675.8700,3675.8700,0.0000,True
2026-01-23,7092010030842006,EBM-Papst Mulfingen GmbH & Co. KG,PL,03-236,920.0000,64.4000,95.4300,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1079.8300,1079.8300,0.0000,True
2026-01-26,7092010030879002,EBM-Papst Mulfingen GmbH & Co. KG,SK,905 01,960.0000,67.2000,37.7600,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1064.9600,1064.9600,0.0000,True
2026-01-26,7092010030854009,EBM-Papst Mulfingen GmbH & Co. KG,SK,913 11,437.0000,30.5900,3.3300,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,470.9200,470.9200,0.0000,True
2026-01-26,7092010032343006,EBM-Papst Mulfingen GmbH & Co. KG,IE,E41,3375.0000,236.2500,64.6200,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3675.8700,3675.8700,0.0000,True
2026-01-26,7092010030847001,EBM-Papst Mulfingen GmbH & Co. KG,HR,52460,1175.0000,82.2500,44.3500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1301.6000,1301.6000,0.0000,True
2026-01-26,7092010032335001,EBM-Papst Mulfingen GmbH & Co. KG,IE,R32 PN8W,3375.0000,236.2500,64.6200,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3675.8700,3675.8700,0.0000,True
2026-01-27,7092010031658002,EBM-Papst Mulfingen GmbH & Co. KG,PL,03-236,920.0000,64.4000,95.4300,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1079.8300,1079.8300,0.0000,True
2026-01-27,7092010032127002,EBM-Papst Mulfingen GmbH & Co. KG,HR,52460,1175.0000,82.2500,44.3500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1301.6000,1301.6000,0.0000,True
2026-01-28,7092010032446004,EBM-Papst Mulfingen GmbH & Co. KG,HR,52460,770.0000,53.9000,22.1700,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,846.0700,846.0700,0.0000,True
2026-01-28,7092010032125008,EBM-Papst Mulfingen GmbH & Co. KG,HR,52460,1175.0000,82.2500,44.3500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1301.6000,1301.6000,0.0000,True
2026-01-28,7092010030880008,EBM-Papst Mulfingen GmbH & Co. KG,SK,905 01,960.0000,67.2000,37.7600,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1064.9600,1064.9600,0.0000,True
2026-01-29,7092010032735009,EBM-Papst Mulfingen GmbH & Co. KG,SK,905 01,960.0000,67.2000,37.7600,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1064.9600,1064.9600,0.0000,True
2026-01-29,7092010032736006,EBM-Papst Mulfingen GmbH & Co. KG,SK,905 01,960.0000,67.2000,37.7600,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1064.9600,1064.9600,0.0000,True
