Rechnungsnummer,datum,phase,land,Empfänger PLZ,plz_norm,plz_ok,Tonnage (eff.),Erlöse Fracht,Erlöse Diesel,Erlöse Maut,is_s8,status
4251019887,2026-02-06,in_dlv_2026,GR,570 22,57022,True,14.8,4.2641,0.1143,0.0871,False,no_calculator
924128,2026-02-06,in_dlv_2026,ES,46890,46890,True,20391.41,2101.2,0.0,79.56,False,no_calculator
924131,2026-02-06,in_dlv_2026,IT,28010,28010,True,2378.56,332.16,0.0,13.44,False,beurteilbar_calc
924132,2026-02-06,in_dlv_2026,BE,8550,8550,True,129.29,15.7603,1.2836,0.7309,False,no_calculator
924132,2026-02-09,in_dlv_2026,BE,8550,8550,True,2128.0,259.3997,21.1264,12.0291,False,no_calculator
924148,2026-02-09,in_dlv_2026,BE,3600,3600,True,1263.6,178.88,18.1,7.54,False,no_calculator
924148,2026-02-09,in_dlv_2026,BE,1500,1500,True,124.3,34.88,3.5,1.16,False,no_calculator
924148,2026-02-09,in_dlv_2026,BE,7700,7700,True,1064.0,151.36,15.32,6.38,False,no_calculator
924132,2026-02-09,in_dlv_2026,BE,9600,9600,True,3591.2,359.28,32.41,20.88,False,no_calculator
924132,2026-02-09,in_dlv_2026,BE,6690,6690,True,6318.0,483.84,43.65,37.12,False,no_calculator
924148,2026-02-10,in_dlv_2026,BE,7080,7080,True,746.48,129.44,13.02,4.64,False,no_calculator
924145,2026-02-10,in_dlv_2026,ES,46890,46890,True,11.7,1.1458,0.0,0.0457,False,no_calculator
924153,2026-02-10,in_dlv_2026,IT,41019,41019,True,3783.9,363.66,0.0,21.28,False,beurteilbar_calc
924145,2026-02-10,in_dlv_2026,ES,46890,46890,True,21729.2,2128.6542,0.0,84.9743,False,no_calculator
924153,2026-02-10,in_dlv_2026,IT,59100,59100,True,6362.14,619.52,0.0,35.84,False,beurteilbar_calc
924148,2026-02-10,in_dlv_2026,BE,9600,9600,True,4155.3,392.7,40.5,24.36,False,no_calculator
924148,2026-02-10,in_dlv_2026,BE,8531,8531,True,1064.0,151.36,15.32,6.38,False,no_calculator
924097,2026-02-10,in_dlv_2026,AT,6832,6832,True,262.16,51.7,0.0,1.68,False,no_calculator
924132,2026-02-11,in_dlv_2026,BE,8790,8790,True,1064.0,151.36,13.65,6.38,False,no_calculator
924148,2026-02-11,in_dlv_2026,BE,9800,9800,True,1263.6,178.88,18.1,7.54,False,no_calculator
924148,2026-02-11,in_dlv_2026,BE,8560,8560,True,2186.0,235.62,24.12,12.76,False,no_calculator
924148,2026-02-11,in_dlv_2026,BE,7700,7700,True,134.28,34.88,3.5,1.16,False,no_calculator
924153,2026-02-11,in_dlv_2026,IT,20098,20098,True,5365.48,438.48,0.0,30.24,False,beurteilbar_calc
924153,2026-02-11,in_dlv_2026,IT,13866,13866,True,4050.8,533.41,0.0,22.96,False,beurteilbar_calc
924153,2026-02-11,in_dlv_2026,IT,24059,24059,True,2128.0,265.54,0.0,12.32,False,beurteilbar_calc
4251020553,2026-02-12,in_dlv_2026,GR,320 11,32011,True,772.45,242.8054,5.9801,4.5587,False,no_calculator
4251020553,2026-02-12,in_dlv_2026,GR,194 00,19400,True,461.12,136.9746,3.5699,2.7213,False,no_calculator
924148,2026-02-12,in_dlv_2026,BE,8560,8560,True,279.74,52.32,5.25,1.74,False,no_calculator
924148,2026-02-12,in_dlv_2026,BE,8710,8710,True,6246.4,476.28,49.79,36.54,False,no_calculator
924145,2026-02-13,in_dlv_2026,ES,46890,46890,True,7145.42,965.9356,0.0,28.0712,False,no_calculator
4251020552,2026-02-13,in_dlv_2026,GR,570 22,57022,True,160.5,72.1359,1.1853,0.9031,False,no_calculator
924145,2026-02-13,in_dlv_2026,ES,46890,46890,True,0.85,0.115,0.0,0.0033,False,no_calculator
924145,2026-02-13,in_dlv_2026,ES,46890,46890,True,0.2,0.0271,0.0,0.0008,False,no_calculator
924153,2026-02-13,in_dlv_2026,IT,20098,20098,True,4457.67,402.75,0.0,25.2,False,beurteilbar_calc
4251020552,2026-02-13,in_dlv_2026,GR,570 13,57013,True,1002.24,272.3897,10.0219,5.6395,False,no_calculator
4251020552,2026-02-13,in_dlv_2026,GR,570 08,57008,True,230.56,86.1943,1.7028,1.2973,False,no_calculator
924145,2026-02-13,in_dlv_2026,ES,46890,46890,True,1.2,0.1623,0.0,0.0047,False,no_calculator
924153,2026-02-16,in_dlv_2026,IT,37059,37059,True,2027.9,253.47,0.0,11.76,False,beurteilbar_calc
924187,2026-02-16,in_dlv_2026,BE,9600,9600,True,1064.0,151.36,15.28,6.38,False,no_calculator
924187,2026-02-16,in_dlv_2026,BE,8560,8560,True,1064.0,151.36,15.28,6.38,False,no_calculator
924185,2026-02-17,in_dlv_2026,ES,46890,46890,True,21175.14,2129.8,0.0,82.68,False,no_calculator
924188,2026-02-17,in_dlv_2026,IT,59100,59100,True,7217.92,668.68,0.0,40.88,False,beurteilbar_calc
924188,2026-02-17,in_dlv_2026,IT,20098,20098,True,3311.44,335.92,0.0,19.04,False,beurteilbar_calc
924187,2026-02-18,in_dlv_2026,BE,4000,4000,True,134.28,34.88,3.52,1.16,False,no_calculator
924187,2026-02-18,in_dlv_2026,BE,3600,3600,True,3192.0,319.36,32.21,18.56,False,no_calculator
924187,2026-02-18,in_dlv_2026,BE,9600,9600,True,1263.6,178.88,18.05,7.54,False,no_calculator
4251022275,2026-02-19,in_dlv_2026,GR,194 00,19400,True,232.28,94.0874,1.9915,1.473,False,no_calculator
4251022275,2026-02-19,in_dlv_2026,GR,320 11,32011,True,385.89,151.4526,3.3085,2.447,False,no_calculator
924189,2026-02-19,in_dlv_2026,AT,4020,4020,True,2128.0,361.34,0.0,12.32,False,no_calculator
924187,2026-02-19,in_dlv_2026,BE,8790,8790,True,0.0,187.1469,10.0024,4.0095,False,t_zero
924187,2026-02-19,in_dlv_2026,BE,8790,8790,True,0.0,164.7931,8.8076,3.5305,False,t_zero
924185,2026-02-20,in_dlv_2026,ES,46890,46890,True,22236.61,2129.8,0.0,86.97,False,no_calculator
924188,2026-02-20,in_dlv_2026,IT,20098,20098,True,4620.26,396.21,0.0,26.32,False,beurteilbar_calc
924185,2026-02-20,in_dlv_2026,ES,46890,46890,True,1244.2,277.29,0.0,5.07,False,no_calculator
4251022276,2026-02-20,in_dlv_2026,GR,570 08,57008,True,666.76,193.9,5.3,3.92,False,no_calculator
924187,2026-02-20,in_dlv_2026,BE,7700,7700,True,1046.5,151.36,15.28,6.38,False,no_calculator
924187,2026-02-20,in_dlv_2026,BE,9240,9240,True,510.12,97.08,9.8,3.48,False,no_calculator
924185,2026-02-20,in_dlv_2026,ES,08310,08310,True,3192.0,329.6,0.0,12.48,False,no_calculator
924188,2026-02-20,in_dlv_2026,IT,59100,59100,True,5305.61,601.02,0.0,30.24,False,beurteilbar_calc
924223,2026-02-24,in_dlv_2026,AT,4020,4020,True,510.12,110.08,0.0,3.36,False,no_calculator
924225,2026-02-24,in_dlv_2026,BE,1500,1500,True,0.0,40.55,4.13,0.58,False,t_zero
924198,2026-02-24,in_dlv_2026,ES,46890,46890,True,5637.13,764.94,0.0,22.23,False,no_calculator
924223,2026-02-24,in_dlv_2026,AT,7561,7561,True,5913.9,797.26,0.0,33.6,False,no_calculator
924225,2026-02-24,in_dlv_2026,BE,1500,1500,True,0.0,69.76,7.09,2.32,False,t_zero
924225,2026-02-24,in_dlv_2026,BE,8970,8970,True,1064.0,151.36,15.4,6.38,False,no_calculator
924225,2026-02-24,in_dlv_2026,BE,7700,7700,True,1064.0,151.36,15.4,6.38,False,no_calculator
924225,2026-02-24,in_dlv_2026,BE,8790,8790,True,1323.56,192.64,19.6,8.12,False,no_calculator
924225,2026-02-24,in_dlv_2026,BE,8520,8520,True,2262.28,246.33,25.05,13.34,False,no_calculator
924225,2026-02-24,in_dlv_2026,BE,3520,3520,True,1292.8,178.88,18.19,7.54,False,no_calculator
924224,2026-02-24,in_dlv_2026,IT,20098,20098,True,2458.66,296.5,0.0,14.0,False,beurteilbar_calc
924225,2026-02-26,in_dlv_2026,BE,8560,8560,True,1323.56,192.64,19.6,8.12,False,no_calculator
924225,2026-02-26,in_dlv_2026,BE,9800,9800,True,2253.28,246.33,25.05,13.34,False,no_calculator
924225,2026-02-26,in_dlv_2026,BE,1850,1850,True,322.1,69.76,7.09,2.32,False,no_calculator
924198,2026-02-27,in_dlv_2026,ES,46890,46890,True,8908.43,1207.8,0.0,35.1,False,no_calculator
924225,2026-02-27,in_dlv_2026,BE,4000,4000,True,134.28,34.88,3.55,1.16,False,no_calculator
924198,2026-02-27,in_dlv_2026,ES,08310,08310,True,3192.0,329.6,0.0,12.48,False,no_calculator
924198,2026-02-27,in_dlv_2026,ES,46890,46890,True,21353.26,2129.8,0.0,83.46,False,no_calculator
924225,2026-02-27,in_dlv_2026,BE,8790,8790,True,3441.29,349.3,35.53,20.3,False,no_calculator
4251023160,2026-02-27,in_dlv_2026,GR,320 11,32011,True,2519.0,731.3838,18.7178,14.2612,False,no_calculator
4251023161,2026-02-27,in_dlv_2026,GR,570 01,57001,True,8194.72,1826.96,57.76,45.92,False,no_calculator
4251023160,2026-02-27,in_dlv_2026,GR,194 00,19400,True,250.61,90.5262,1.8622,1.4188,False,no_calculator
924225,2026-02-27,in_dlv_2026,BE,9600,9600,True,1064.0,151.36,15.4,6.38,False,no_calculator
924225,2026-02-27,in_dlv_2026,BE,1500,1500,True,41.1,40.55,4.13,0.58,False,no_calculator
924225,2026-03-02,in_dlv_2026,BE,9200,9200,True,3513.8,359.28,36.53,20.88,False,no_calculator
924224,2026-03-02,in_dlv_2026,IT,20098,20098,True,4286.31,384.85,0.0,24.08,False,beurteilbar_calc
924234,2026-03-02,in_dlv_2026,BE,8560,8560,True,1020.24,151.99,14.7,6.38,False,no_calculator
924234,2026-03-02,in_dlv_2026,BE,8790,8790,True,137.4,35.03,3.39,1.16,False,no_calculator
924233,2026-03-03,in_dlv_2026,IT,22069,22069,True,3242.05,336.6,0.0,18.48,False,beurteilbar_calc
924224,2026-03-03,in_dlv_2026,IT,25037,25037,True,2128.0,265.54,0.0,12.32,False,beurteilbar_calc
924241,2026-03-03,in_dlv_2026,ES,46890,46890,True,18268.05,1998.36,0.0,71.37,False,no_calculator
924233,2026-03-03,in_dlv_2026,IT,28062,28062,True,3232.0,405.24,0.0,18.48,False,beurteilbar_calc
924233,2026-03-03,in_dlv_2026,IT,20098,20098,True,5528.81,436.8,0.0,31.36,False,beurteilbar_calc
924234,2026-03-04,in_dlv_2026,BE,8970,8970,True,169.65,35.03,3.39,1.16,False,no_calculator
924232,2026-03-04,in_dlv_2026,AT,4020,4020,True,3192.0,516.14,0.0,17.92,False,no_calculator
924234,2026-03-04,in_dlv_2026,BE,9600,9600,True,3141.65,320.67,31.01,18.56,False,no_calculator
924234,2026-03-04,in_dlv_2026,BE,9000,9000,True,20.8,40.72,3.94,0.58,False,no_calculator
924234,2026-03-04,in_dlv_2026,BE,8790,8790,True,1054.53,151.99,14.7,6.38,False,no_calculator
924234,2026-03-04,in_dlv_2026,BE,4821,4821,True,1064.0,151.99,14.7,6.38,False,no_calculator
924234,2026-03-04,in_dlv_2026,BE,8000,8000,True,1198.28,165.81,16.03,6.96,False,no_calculator
924234,2026-03-05,in_dlv_2026,BE,9600,9600,True,259.56,52.54,5.08,1.74,False,no_calculator
4251024704,2026-03-05,in_dlv_2026,GR,194 00,19400,True,345.84,115.0064,2.7639,2.0419,False,no_calculator
924234,2026-03-05,in_dlv_2026,BE,9031,9031,True,41.1,40.72,3.94,0.58,False,no_calculator
4251024704,2026-03-05,in_dlv_2026,GR,133 41,13341,True,128.4,67.8036,1.0261,0.7581,False,no_calculator
4251024705,2026-03-05,in_dlv_2026,GR,573 00,57300,True,2719.6,703.4344,19.5284,15.366,False,no_calculator
924233,2026-03-05,in_dlv_2026,IT,64027,64027,True,1064.0,270.05,0.0,6.16,False,beurteilbar_calc
924234,2026-03-05,in_dlv_2026,BE,9800,9800,True,1198.28,165.81,16.03,6.96,False,no_calculator
924233,2026-03-05,in_dlv_2026,IT,62010,62010,True,1049.0,270.05,0.0,6.16,False,beurteilbar_calc
924233,2026-03-05,in_dlv_2026,IT,59100,59100,True,4579.64,535.9,0.0,25.76,False,beurteilbar_calc
4251024705,2026-03-05,in_dlv_2026,GR,570 13,57013,True,1388.88,361.7312,9.973,7.8473,False,no_calculator
4251024705,2026-03-05,in_dlv_2026,GR,570 01,57001,True,1144.54,301.0934,8.2185,6.4667,False,no_calculator
924241,2026-03-06,in_dlv_2026,ES,46890,46890,True,21697.45,2129.8,0.0,84.63,False,no_calculator
924234,2026-03-06,in_dlv_2026,BE,8790,8790,True,1064.0,151.99,14.7,6.38,False,no_calculator
924234,2026-03-06,in_dlv_2026,BE,8560,8560,True,1064.0,151.99,14.7,6.38,False,no_calculator
924233,2026-03-06,in_dlv_2026,IT,43036,43036,True,2065.2,290.64,0.0,11.76,False,beurteilbar_calc
924233,2026-03-06,in_dlv_2026,IT,21055,21055,True,6464.0,479.7,0.0,36.4,False,beurteilbar_calc
924232,2026-03-06,in_dlv_2026,AT,9020,9020,True,32.1,40.16,0.0,0.56,False,no_calculator
924233,2026-03-06,in_dlv_2026,IT,20098,20098,True,5431.52,446.6,0.0,30.8,False,beurteilbar_calc
924234,2026-03-06,in_dlv_2026,BE,4821,4821,True,259.56,52.54,5.08,1.74,False,no_calculator
924241,2026-03-06,in_dlv_2026,ES,46890,46890,True,13979.48,1719.2,0.0,54.6,False,no_calculator
924232,2026-03-09,in_dlv_2026,AT,3382,3382,True,89.72,51.7,0.0,0.56,False,no_calculator
924248,2026-03-09,in_dlv_2026,BE,4821,4821,True,239.56,52.32,5.25,1.74,False,no_calculator
924233,2026-03-09,in_dlv_2026,IT,12089,12089,True,845.6,221.61,0.0,5.04,False,beurteilbar_calc
924248,2026-03-09,in_dlv_2026,BE,9200,9200,True,2128.0,235.62,24.12,12.76,False,no_calculator
924248,2026-03-09,in_dlv_2026,BE,9140,9140,True,1263.6,178.88,18.1,7.54,False,no_calculator
924233,2026-03-09,in_dlv_2026,IT,28060,28060,True,1064.0,191.07,0.0,6.16,False,beurteilbar_calc
924248,2026-03-09,in_dlv_2026,BE,7700,7700,True,1163.8,195.97,16.71,6.96,False,no_calculator
924256,2026-03-10,in_dlv_2026,ES,08310,08310,True,3192.0,329.6,0.0,12.48,False,no_calculator
924247,2026-03-10,in_dlv_2026,AT,3331,3331,True,12144.0,1118.43,0.0,68.32,False,no_calculator
924249,2026-03-10,in_dlv_2026,IT,20098,20098,True,4246.06,384.85,0.0,24.08,True,beurteilbar_calc
4251026099,2026-03-10,in_dlv_2026,DE,72144,72144,True,5000.0,1260.72,0.0,0.0,False,no_dlv_land
924248,2026-03-10,in_dlv_2026,BE,8790,8790,True,3192.0,319.36,32.81,18.56,False,no_calculator
924256,2026-03-10,in_dlv_2026,ES,46890,46890,True,20907.29,2129.8,0.0,81.9,False,no_calculator
924249,2026-03-10,in_dlv_2026,IT,75015,75015,True,4655.2,1100.27,0.0,26.32,False,beurteilbar_calc
924249,2026-03-10,in_dlv_2026,IT,24020,24020,True,1927.8,251.8,0.0,11.2,False,beurteilbar_calc
924256,2026-03-10,in_dlv_2026,ES,08173,08173,True,1.5,35.89,0.0,0.39,False,no_calculator
924248,2026-03-10,in_dlv_2026,BE,9800,9800,True,3391.6,339.32,34.86,19.72,False,no_calculator
924249,2026-03-10,in_dlv_2026,IT,59100,59100,True,7859.31,723.64,0.0,44.24,False,beurteilbar_calc
924249,2026-03-10,in_dlv_2026,IT,28069,28069,True,876.0,173.95,0.0,5.04,False,beurteilbar_calc
924248,2026-03-11,in_dlv_2026,BE,8790,8790,True,2552.16,278.46,28.5,15.08,False,no_calculator
924248,2026-03-11,in_dlv_2026,BE,3600,3600,True,1263.6,178.88,18.1,7.54,False,no_calculator
924248,2026-03-11,in_dlv_2026,BE,8520,8520,True,134.28,34.88,3.5,1.16,False,no_calculator
4251026101,2026-03-12,in_dlv_2026,GR,270 50,27050,True,251.28,132.8377,1.9482,1.485,False,no_calculator
4251026101,2026-03-12,in_dlv_2026,GR,194 00,19400,True,534.86,155.3828,4.1469,3.161,False,no_calculator
924248,2026-03-12,in_dlv_2026,BE,8560,8560,True,1218.32,190.23,18.1,7.54,False,no_calculator
4251026101,2026-03-12,in_dlv_2026,GR,320 11,32011,True,635.2,204.0795,4.9249,3.754,False,no_calculator
924248,2026-03-13,in_dlv_2026,BE,8540,8540,True,0.0,241.7572,24.4607,10.1903,False,t_zero
4251026102,2026-03-13,in_dlv_2026,GR,570 13,57013,True,626.4,180.5236,6.6424,3.6666,False,no_calculator
4251026102,2026-03-13,in_dlv_2026,GR,570 08,57008,True,230.56,88.0567,1.7713,1.3496,False,no_calculator
924248,2026-03-13,in_dlv_2026,BE,8400,8400,True,2228.1,262.14,25.21,13.34,False,no_calculator
4251026102,2026-03-13,in_dlv_2026,GR,570 22,57022,True,865.1,244.5694,6.6463,5.0638,False,no_calculator
924249,2026-03-13,in_dlv_2026,IT,22063,22063,True,2344.09,308.05,0.0,13.44,True,beurteilbar_calc
924249,2026-03-13,in_dlv_2026,IT,20098,20098,True,2998.5,334.5,0.0,16.8,True,beurteilbar_calc
924248,2026-03-13,in_dlv_2026,BE,9200,9200,True,2128.0,235.62,24.12,12.76,False,no_calculator
924248,2026-03-13,in_dlv_2026,BE,8540,8540,True,144.33,37.07,3.5,1.16,False,no_calculator
924256,2026-03-13,in_dlv_2026,ES,46890,46890,True,21711.54,2129.8,0.0,85.02,False,no_calculator
924248,2026-03-13,in_dlv_2026,BE,8540,8540,True,0.0,5.9228,0.5993,0.2497,False,t_zero
4251026104,2026-03-19,in_dlv_2026,GR,570 01,57001,True,3630.1,947.94,26.77,20.72,False,no_calculator
4251026103,2026-03-19,in_dlv_2026,GR,194 00,19400,True,419.58,127.1226,3.208,2.4451,False,no_calculator
4251026103,2026-03-19,in_dlv_2026,GR,104 43,10443,True,217.0,85.0245,1.6591,1.2645,False,no_calculator
4251026103,2026-03-19,in_dlv_2026,GR,320 11,32011,True,1189.28,358.8629,9.0929,6.9304,False,no_calculator
