Rechnungsnummer,datum,phase,land,Empfänger PLZ,plz_norm,plz_ok,Tonnage (eff.),Erlöse Fracht,Erlöse Diesel,Erlöse Maut,is_s8,status
923714,2025-09-30,pre_dlv_2026,ES,46890,46890,True,16344.25,1756.44,0.0,63.96,False,no_calculator
923752,2025-10-01,pre_dlv_2026,BE,3920,3920,True,416.25,84.65,8.65,2.9,False,no_calculator
923724,2025-10-01,pre_dlv_2026,AT,5400,5400,True,250.56,56.2,0.0,1.68,False,no_calculator
923752,2025-10-01,pre_dlv_2026,BE,8790,8790,True,1064.0,146.96,15.16,6.38,False,no_calculator
923752,2025-10-01,pre_dlv_2026,BE,8560,8560,True,1020.24,146.96,15.16,6.38,False,no_calculator
4251000065,2025-10-02,pre_dlv_2026,GR,564 30,56430,True,3192.0,739.0629,19.2491,17.9675,False,no_calculator
4251000065,2025-10-02,pre_dlv_2026,GR,570 01,57001,True,13780.18,2769.0229,83.1001,77.5674,False,no_calculator
923740,2025-10-02,pre_dlv_2026,ES,46890,46890,True,20002.53,2029.491,0.0,78.3665,False,no_calculator
4251000066,2025-10-02,pre_dlv_2026,GR,320 11,32011,True,767.48,239.04,5.59,4.48,False,no_calculator
4251000065,2025-10-02,pre_dlv_2026,GR,461 00,46100,True,31.41,83.3739,0.1894,0.1768,False,no_calculator
4251000065,2025-10-02,pre_dlv_2026,GR,570 22,57022,True,661.8,163.2642,3.991,3.7252,False,no_calculator
923752,2025-10-02,pre_dlv_2026,BE,9200,9200,True,4155.3,381.36,37.69,24.36,False,no_calculator
923753,2025-10-02,pre_dlv_2026,IT,75015,75015,True,6832.65,1245.45,0.0,38.64,False,beurteilbar_pre
923714,2025-10-02,pre_dlv_2026,ES,18130,18130,True,1027.0,379.06,0.0,0.0,False,no_calculator
923740,2025-10-02,pre_dlv_2026,ES,46890,46890,True,6.0,0.609,0.0,0.0235,False,no_calculator
923753,2025-10-02,pre_dlv_2026,IT,13866,13866,True,3038.1,448.88,0.0,17.36,False,beurteilbar_pre
923753,2025-10-02,pre_dlv_2026,IT,20098,20098,True,9077.4,631.54,0.0,50.96,False,beurteilbar_pre
4251000065,2025-10-02,pre_dlv_2026,GR,570 01,57001,True,43.2,8.6791,0.2605,0.2431,False,no_calculator
923753,2025-10-02,pre_dlv_2026,IT,13866,13866,True,3038.1,448.88,0.0,17.36,False,beurteilbar_pre
923753,2025-10-02,pre_dlv_2026,IT,25125,25125,True,6918.5,506.8,0.0,39.2,False,beurteilbar_pre
923753,2025-10-06,pre_dlv_2026,IT,59100,59100,True,3492.61,506.8,0.0,19.6,False,beurteilbar_pre
923753,2025-10-06,pre_dlv_2026,IT,22063,22063,True,2027.3,248.43,0.0,11.76,False,beurteilbar_pre
923753,2025-10-06,pre_dlv_2026,IT,41019,41019,True,2719.9,288.4,0.0,15.68,False,beurteilbar_pre
923753,2025-10-06,pre_dlv_2026,IT,22045,22045,True,1064.0,148.06,0.0,6.16,False,beurteilbar_pre
923753,2025-10-06,pre_dlv_2026,IT,28069,28069,True,438.0,155.04,0.0,2.8,False,beurteilbar_pre
923752,2025-10-07,pre_dlv_2026,BE,8790,8790,True,0.0,146.96,15.16,6.38,False,t_zero
923740,2025-10-07,pre_dlv_2026,ES,46890,46890,True,21672.28,2088.04,0.0,84.63,False,no_calculator
923752,2025-10-07,pre_dlv_2026,BE,8790,8790,True,0.0,146.96,14.52,6.38,False,t_zero
923740,2025-10-07,pre_dlv_2026,ES,46890,46890,True,9629.99,1276.52,0.0,37.83,False,no_calculator
923752,2025-10-07,pre_dlv_2026,BE,9031,9031,True,32.1,39.37,3.89,0.58,False,no_calculator
923752,2025-10-07,pre_dlv_2026,BE,1180,1180,True,10.8,39.37,3.89,0.58,False,no_calculator
923752,2025-10-07,pre_dlv_2026,BE,3600,3600,True,2527.2,270.4,28.21,15.08,False,no_calculator
923752,2025-10-07,pre_dlv_2026,BE,7700,7700,True,74.7,39.37,3.89,0.58,False,no_calculator
923753,2025-10-07,pre_dlv_2026,IT,64027,64027,True,1064.0,264.77,0.0,6.16,False,beurteilbar_pre
923740,2025-10-08,pre_dlv_2026,ES,46890,46890,True,3012.8,286.1701,0.0,11.7591,False,no_calculator
923752,2025-10-08,pre_dlv_2026,BE,7700,7700,True,523.5,94.26,9.31,3.48,False,no_calculator
923740,2025-10-08,pre_dlv_2026,ES,46890,46890,True,10640.0,1010.6364,0.0,41.5282,False,no_calculator
923740,2025-10-08,pre_dlv_2026,ES,46890,46890,True,8330.12,791.2335,0.0,32.5127,False,no_calculator
923753,2025-10-08,pre_dlv_2026,IT,48022,48022,True,7210.0,655.54,0.0,40.88,False,beurteilbar_pre
923752,2025-10-09,pre_dlv_2026,BE,9600,9600,True,0.0,411.04,40.62,32.48,False,t_zero
923752,2025-10-09,pre_dlv_2026,BE,7080,7080,True,1250.8,173.68,17.16,7.54,False,no_calculator
923752,2025-10-09,pre_dlv_2026,BE,9800,9800,True,0.0,200.4,19.81,8.7,False,t_zero
923752,2025-10-09,pre_dlv_2026,BE,9800,9800,True,0.0,228.8,22.62,12.76,False,t_zero
923752,2025-10-09,pre_dlv_2026,BE,9600,9600,True,0.0,146.96,14.52,6.38,False,t_zero
923752,2025-10-09,pre_dlv_2026,BE,7700,7700,True,223.0,50.79,5.02,1.74,False,no_calculator
923752,2025-10-09,pre_dlv_2026,BE,1500,1500,True,216.55,50.79,5.02,1.74,False,no_calculator
923753,2025-10-10,pre_dlv_2026,IT,20098,20098,True,8323.39,582.96,0.0,47.04,False,beurteilbar_pre
923753,2025-10-10,pre_dlv_2026,IT,59100,59100,True,1064.0,232.21,0.0,6.16,False,beurteilbar_pre
923752,2025-10-10,pre_dlv_2026,BE,8790,8790,True,2077.65,218.4,21.59,12.18,False,no_calculator
923752,2025-10-10,pre_dlv_2026,BE,3520,3520,True,1292.8,173.68,17.16,7.54,False,no_calculator
923779,2025-10-10,pre_dlv_2026,ES,46890,46890,True,21500.97,2088.04,0.0,84.24,False,no_calculator
4251000125,2025-10-10,pre_dlv_2026,GR,461 00,46100,True,2477.45,749.2254,16.666,13.9847,False,no_calculator
4251000124,2025-10-10,pre_dlv_2026,GR,320 11,32011,True,626.4,209.16,4.89,3.92,False,no_calculator
923752,2025-10-10,pre_dlv_2026,BE,6690,6690,True,6318.0,469.76,46.43,37.12,False,no_calculator
923752,2025-10-10,pre_dlv_2026,BE,9140,9140,True,3173.6,310.08,30.65,18.56,False,no_calculator
923752,2025-10-10,pre_dlv_2026,BE,3001,3001,True,6663.05,491.78,52.44,38.86,False,no_calculator
4251000125,2025-10-10,pre_dlv_2026,GR,573 00,57300,True,1292.4,332.0246,8.694,7.2953,False,no_calculator
923753,2025-10-13,pre_dlv_2026,IT,28062,28062,True,3197.0,385.28,0.0,17.92,False,beurteilbar_pre
923779,2025-10-13,pre_dlv_2026,ES,46890,46890,True,21814.53,2088.04,0.0,85.41,False,no_calculator
923789,2025-10-13,pre_dlv_2026,IT,59100,59100,True,8719.39,790.24,0.0,49.28,False,beurteilbar_pre
923753,2025-10-13,pre_dlv_2026,IT,13866,13866,True,3038.1,448.88,0.0,17.36,False,beurteilbar_pre
923753,2025-10-13,pre_dlv_2026,IT,28069,28069,True,438.0,155.04,0.0,2.8,False,beurteilbar_pre
923779,2025-10-14,pre_dlv_2026,ES,46890,46890,True,2410.33,448.75,0.0,9.75,False,no_calculator
923782,2025-10-14,pre_dlv_2026,AT,8402,8402,True,405.2,112.51,0.0,2.8,False,no_calculator
923789,2025-10-14,pre_dlv_2026,IT,59100,59100,True,11171.09,936.32,0.0,62.72,False,beurteilbar_pre
923779,2025-10-14,pre_dlv_2026,ES,08310,08310,True,3192.0,323.2,0.0,12.48,False,no_calculator
923779,2025-10-14,pre_dlv_2026,ES,46890,46890,True,21516.89,2088.04,0.0,84.24,False,no_calculator
923790,2025-10-15,pre_dlv_2026,BE,9600,9600,True,1263.6,173.68,17.31,7.54,False,no_calculator
923789,2025-10-15,pre_dlv_2026,IT,28010,28010,True,2128.0,298.54,0.0,12.32,False,beurteilbar_pre
923790,2025-10-15,pre_dlv_2026,BE,1500,1500,True,3.7,39.37,3.84,0.58,False,no_calculator
923790,2025-10-15,pre_dlv_2026,BE,8560,8560,True,1064.0,146.96,14.64,6.38,False,no_calculator
923790,2025-10-15,pre_dlv_2026,BE,8790,8790,True,2128.0,228.8,22.3,12.76,False,no_calculator
923790,2025-10-15,pre_dlv_2026,BE,8790,8790,True,0.0,146.96,14.32,6.38,False,t_zero
923790,2025-10-15,pre_dlv_2026,BE,8560,8560,True,2499.7,260.0,25.89,14.5,False,no_calculator
923790,2025-10-15,pre_dlv_2026,BE,9600,9600,True,1064.0,146.96,14.32,6.38,False,no_calculator
923790,2025-10-15,pre_dlv_2026,BE,8520,8520,True,447.55,84.65,8.43,2.9,False,no_calculator
4251004133,2025-10-15,pre_dlv_2026,DE,72144,72144,True,360.0,224.0,0.0,0.0,False,no_dlv_land
923790,2025-10-15,pre_dlv_2026,BE,3520,3520,True,53.5,39.37,3.92,0.58,False,no_calculator
923790,2025-10-15,pre_dlv_2026,BE,9800,9800,True,1163.8,160.32,15.97,6.96,False,no_calculator
923790,2025-10-15,pre_dlv_2026,BE,8520,8520,True,546.5,94.26,9.39,3.48,False,no_calculator
923790,2025-10-15,pre_dlv_2026,BE,8790,8790,True,0.0,84.65,8.24,2.9,False,t_zero
923790,2025-10-15,pre_dlv_2026,BE,7700,7700,True,259.56,50.79,5.07,1.74,False,no_calculator
923789,2025-10-15,pre_dlv_2026,IT,20098,20098,True,2917.3,309.0,0.0,16.8,False,beurteilbar_pre
923790,2025-10-15,pre_dlv_2026,BE,8550,8550,True,1064.0,167.91,0.0,0.0,False,no_calculator
923782,2025-10-16,pre_dlv_2026,AT,9020,9020,True,304.51,680.0,0.0,0.0,False,no_calculator
4251000483,2025-10-16,pre_dlv_2026,GR,320 11,32011,True,44.0,73.2354,0.4371,0.3264,False,no_calculator
4251000484,2025-10-16,pre_dlv_2026,GR,570 13,57013,True,1127.52,296.3129,9.7533,6.338,False,no_calculator
923790,2025-10-16,pre_dlv_2026,BE,9600,9600,True,1064.0,146.96,14.32,6.38,False,no_calculator
4251000484,2025-10-16,pre_dlv_2026,GR,570 01,57001,True,1163.8,303.4071,7.4867,6.542,False,no_calculator
4251000483,2025-10-16,pre_dlv_2026,GR,194 00,19400,True,107.0,71.1946,1.0629,0.7936,False,no_calculator
4251001352,2025-10-17,pre_dlv_2026,DE,72144,72144,True,647.0,163.52,0.0,2.73,False,no_dlv_land
923779,2025-10-17,pre_dlv_2026,ES,46890,46890,True,17064.17,1831.41,0.0,66.69,False,no_calculator
923789,2025-10-17,pre_dlv_2026,IT,20098,20098,True,3635.32,347.06,0.0,20.72,False,beurteilbar_pre
923789,2025-10-17,pre_dlv_2026,IT,59100,59100,True,4355.8,561.0,0.0,24.64,False,beurteilbar_pre
923790,2025-10-20,pre_dlv_2026,BE,8793,8793,True,1114.05,160.32,15.62,6.96,False,no_calculator
923799,2025-10-20,pre_dlv_2026,AT,4860,4860,True,646.4,118.12,0.0,3.92,False,no_calculator
923789,2025-10-20,pre_dlv_2026,IT,20020,20020,True,2.0,30.19,0.0,0.56,False,beurteilbar_pre
923818,2025-10-20,pre_dlv_2026,BE,8790,8790,True,259.56,51.27,4.72,1.74,False,no_calculator
923796,2025-10-21,pre_dlv_2026,ES,46890,46890,True,21988.45,2088.04,0.0,85.8,False,no_calculator
923779,2025-10-21,pre_dlv_2026,ES,08310,08310,True,3192.0,329.9817,0.0,12.7419,False,no_calculator
923817,2025-10-21,pre_dlv_2026,IT,20098,20098,True,3728.64,356.44,0.0,21.28,False,beurteilbar_pre
923796,2025-10-21,pre_dlv_2026,ES,46220,46220,True,5320.0,710.64,0.0,21.06,False,no_calculator
923796,2025-10-21,pre_dlv_2026,ES,46890,46890,True,5320.0,710.64,0.0,21.06,False,no_calculator
923817,2025-10-21,pre_dlv_2026,IT,59100,59100,True,15498.75,1027.65,0.0,86.8,False,beurteilbar_pre
923779,2025-10-21,pre_dlv_2026,ES,08310,08310,True,32.1,3.3183,0.0,0.1281,False,no_calculator
923818,2025-10-21,pre_dlv_2026,BE,8793,8793,True,4456.2,412.44,37.96,26.1,False,no_calculator
923779,2025-10-22,pre_dlv_2026,ES,17452,17452,True,1064.0,159.28,0.0,4.29,False,no_calculator
923817,2025-10-22,pre_dlv_2026,IT,22069,22069,True,4404.3,390.15,0.0,25.2,False,beurteilbar_pre
923799,2025-10-22,pre_dlv_2026,AT,4860,4860,True,5672.8,562.33,0.0,31.92,False,no_calculator
923818,2025-10-23,pre_dlv_2026,BE,7700,7700,True,3491.4,342.34,31.51,20.3,False,no_calculator
923818,2025-10-23,pre_dlv_2026,BE,7700,7700,True,2128.0,230.95,21.26,12.76,False,no_calculator
923818,2025-10-23,pre_dlv_2026,BE,3600,3600,True,2527.2,314.94,0.0,0.0,False,no_calculator
923818,2025-10-23,pre_dlv_2026,BE,9200,9200,True,3192.0,313.0,28.81,18.56,False,no_calculator
923799,2025-10-23,pre_dlv_2026,AT,6832,6832,True,262.16,50.69,0.0,1.68,False,no_calculator
923818,2025-10-23,pre_dlv_2026,BE,8790,8790,True,622.7,101.6467,9.3586,3.7178,False,no_calculator
923818,2025-10-23,pre_dlv_2026,BE,4821,4821,True,1064.0,148.34,13.65,6.38,False,no_calculator
923818,2025-10-23,pre_dlv_2026,BE,8790,8790,True,154.46,25.2133,2.3214,0.9222,False,no_calculator
923799,2025-10-23,pre_dlv_2026,AT,5151,5151,True,3127.0,495.89,0.0,0.0,False,no_calculator
923818,2025-10-23,pre_dlv_2026,BE,7700,7700,True,384.84,68.36,6.29,2.32,False,no_calculator
923818,2025-10-24,pre_dlv_2026,BE,9140,9140,True,2826.9,304.44,28.02,16.82,False,no_calculator
4251000565,2025-10-24,pre_dlv_2026,GR,570 01,57001,True,771.76,206.3488,4.9612,4.4038,False,no_calculator
4251000566,2025-10-24,pre_dlv_2026,GR,194 00,19400,True,240.56,86.9205,1.5781,1.3787,False,no_calculator
4251000565,2025-10-24,pre_dlv_2026,GR,564 30,56430,True,3552.56,899.64,22.72,20.16,False,no_calculator
923818,2025-10-24,pre_dlv_2026,BE,8520,8520,True,1574.12,215.77,19.86,9.28,False,no_calculator
4251000565,2025-10-24,pre_dlv_2026,GR,570 22,57022,True,626.4,171.0005,4.0267,3.5743,False,no_calculator
923796,2025-10-24,pre_dlv_2026,ES,46890,46890,True,0.4,0.0397,0.0,0.0016,False,no_calculator
923817,2025-10-24,pre_dlv_2026,IT,13866,13866,True,2025.4,379.05,0.0,11.76,False,beurteilbar_pre
4251000565,2025-10-24,pre_dlv_2026,GR,573 00,57300,True,1938.6,505.2706,12.4621,11.0619,False,no_calculator
923817,2025-10-24,pre_dlv_2026,IT,20098,20098,True,8920.29,624.6,0.0,50.4,False,beurteilbar_pre
923796,2025-10-24,pre_dlv_2026,ES,46890,46890,True,7503.17,1000.16,0.0,29.64,False,no_calculator
4251000566,2025-10-24,pre_dlv_2026,GR,320 11,32011,True,1811.3,533.6395,11.882,10.3813,False,no_calculator
923817,2025-10-24,pre_dlv_2026,IT,24020,24020,True,2891.7,298.7,0.0,16.24,False,beurteilbar_pre
923818,2025-10-24,pre_dlv_2026,BE,1500,1500,True,128.3,34.18,3.15,1.16,False,no_calculator
923796,2025-10-24,pre_dlv_2026,ES,46890,46890,True,21245.24,2088.0003,0.0,83.0684,False,no_calculator
923818,2025-10-27,pre_dlv_2026,BE,8560,8560,True,1064.0,148.34,13.65,6.38,False,no_calculator
923818,2025-10-27,pre_dlv_2026,BE,8710,8710,True,5989.46,444.55,40.91,34.8,False,no_calculator
923796,2025-10-27,pre_dlv_2026,ES,03410,03410,True,0.0,57.1,0.0,0.0,False,t_zero
923796,2025-10-27,pre_dlv_2026,ES,03410,03410,True,0.0,57.1,0.0,0.0,False,t_zero
923818,2025-10-27,pre_dlv_2026,BE,8531,8531,True,3190.0,313.0,28.81,18.56,False,no_calculator
923817,2025-10-28,pre_dlv_2026,IT,75015,75015,True,3342.0,984.98,0.0,19.04,False,beurteilbar_pre
923818,2025-10-28,pre_dlv_2026,BE,8790,8790,True,1421.89,202.29,18.62,8.7,False,no_calculator
923818,2025-10-28,pre_dlv_2026,BE,8560,8560,True,1020.24,148.34,13.65,6.38,False,no_calculator
923807,2025-10-28,pre_dlv_2026,ES,08223,08223,True,36.93,35.19,0.0,0.39,False,no_calculator
923817,2025-10-28,pre_dlv_2026,IT,59100,59100,True,5258.0,578.23,0.0,29.68,False,beurteilbar_pre
923801,2025-10-28,pre_dlv_2026,AT,4020,4020,True,2128.0,354.25,0.0,12.32,False,no_calculator
923807,2025-10-28,pre_dlv_2026,ES,46890,46890,True,6196.54,815.92,0.0,24.18,False,no_calculator
923817,2025-10-28,pre_dlv_2026,IT,20098,20098,True,3363.0,329.46,0.0,19.04,False,beurteilbar_pre
923817,2025-10-29,pre_dlv_2026,IT,21055,21055,True,5517.9,428.4,0.0,31.36,False,beurteilbar_pre
923818,2025-10-30,pre_dlv_2026,BE,9140,9140,True,2128.0,230.95,21.26,12.76,False,no_calculator
923818,2025-10-30,pre_dlv_2026,BE,3520,3520,True,1292.8,175.31,16.13,7.54,False,no_calculator
4251004134,2025-10-31,pre_dlv_2026,GR,570 22,57022,True,1075.8,281.4456,6.9915,6.1089,False,no_calculator
923817,2025-10-31,pre_dlv_2026,IT,20020,20020,True,30.2,30.19,0.0,0.56,False,beurteilbar_pre
923847,2025-10-31,pre_dlv_2026,IT,20098,20098,True,7044.71,492.74,0.0,39.76,True,beurteilbar_pre
4251004134,2025-10-31,pre_dlv_2026,GR,570 22,57022,True,9.0,2.3544,0.0585,0.0511,False,no_calculator
923807,2025-10-31,pre_dlv_2026,ES,46890,46890,True,7013.22,934.36,0.0,27.69,False,no_calculator
923847,2025-10-31,pre_dlv_2026,IT,24050,24050,True,9576.0,675.84,0.0,53.76,False,beurteilbar_pre
4251015235,2025-10-31,pre_dlv_2026,DE,72144,72144,True,1300.0,570.0,0.0,0.0,False,no_dlv_land
4251004136,2025-10-31,pre_dlv_2026,GR,320 11,32011,True,1745.64,510.9309,11.4303,9.9895,False,no_calculator
4251004136,2025-10-31,pre_dlv_2026,GR,190 11,19011,True,21.07,43.1542,0.138,0.1206,False,no_calculator
4251004136,2025-10-31,pre_dlv_2026,GR,194 00,19400,True,777.62,210.315,5.0918,4.45,False,no_calculator
923807,2025-10-31,pre_dlv_2026,ES,46890,46890,True,21128.39,2088.04,0.0,82.68,False,no_calculator
923807,2025-10-31,pre_dlv_2026,ES,46669,46669,True,3040.95,499.72,0.0,12.09,False,no_calculator
923807,2025-10-31,pre_dlv_2026,ES,46220,46220,True,5320.0,710.64,0.0,21.06,False,no_calculator
923847,2025-11-03,pre_dlv_2026,IT,20882,20882,True,1520.36,197.44,0.0,8.96,False,beurteilbar_pre
923847,2025-11-03,pre_dlv_2026,IT,37059,37059,True,2096.08,248.43,0.0,11.76,False,beurteilbar_pre
923838,2025-11-04,pre_dlv_2026,ES,46890,46890,True,14896.0,1793.96,0.0,58.11,False,no_calculator
923807,2025-11-04,pre_dlv_2026,ES,08310,08310,True,3192.0,323.2,0.0,12.48,False,no_calculator
923846,2025-11-05,pre_dlv_2026,BE,9200,9200,True,1340.5,187.04,18.19,8.12,False,no_calculator
923846,2025-11-05,pre_dlv_2026,BE,7700,7700,True,1064.0,146.96,14.28,6.38,False,no_calculator
923846,2025-11-05,pre_dlv_2026,BE,9700,9700,True,1064.0,146.96,14.28,6.38,False,no_calculator
923847,2025-11-05,pre_dlv_2026,IT,13866,13866,True,1012.7,232.21,0.0,6.16,False,beurteilbar_pre
4251004135,2025-11-05,pre_dlv_2026,DE,72072,72072,True,1300.0,256.23,0.0,0.0,False,no_dlv_land
923818,2025-11-05,pre_dlv_2026,BE,8790,8790,True,0.0,251.95,23.19,13.92,False,t_zero
923846,2025-11-05,pre_dlv_2026,BE,9600,9600,True,1064.0,146.96,14.28,6.38,False,no_calculator
923847,2025-11-05,pre_dlv_2026,IT,20098,20098,True,1067.7,145.86,0.0,6.16,True,beurteilbar_pre
923846,2025-11-05,pre_dlv_2026,BE,8790,8790,True,0.0,228.8,22.25,12.76,False,t_zero
923846,2025-11-05,pre_dlv_2026,BE,9600,9600,True,3148.24,310.08,30.14,18.56,False,no_calculator
923838,2025-11-05,pre_dlv_2026,ES,46890,46890,True,20380.77,2060.4,0.0,79.56,False,no_calculator
923847,2025-11-05,pre_dlv_2026,IT,55061,55061,True,31.92,34.37,0.0,0.56,False,beurteilbar_pre
923846,2025-11-05,pre_dlv_2026,BE,9600,9600,True,259.56,50.79,4.94,1.74,False,no_calculator
923846,2025-11-06,pre_dlv_2026,BE,9140,9140,True,0.0,39.37,3.83,0.58,False,t_zero
923846,2025-11-06,pre_dlv_2026,BE,9140,9140,True,0.0,39.37,3.83,0.58,False,t_zero
923846,2025-11-06,pre_dlv_2026,BE,3600,3600,True,2527.2,270.4,26.29,15.08,False,no_calculator
923846,2025-11-06,pre_dlv_2026,BE,7700,7700,True,686.08,109.97,10.69,4.06,False,no_calculator
923847,2025-11-06,pre_dlv_2026,IT,43036,43036,True,2118.6,298.54,0.0,12.32,False,beurteilbar_pre
923846,2025-11-06,pre_dlv_2026,BE,8790,8790,True,1064.0,146.96,14.28,6.38,False,no_calculator
4251003364,2025-11-06,pre_dlv_2026,GR,570 01,57001,True,5320.0,1239.3,33.52,30.24,False,no_calculator
923847,2025-11-07,pre_dlv_2026,IT,03043,03043,True,1032.08,308.55,0.0,6.16,False,beurteilbar_pre
923849,2025-11-07,pre_dlv_2026,AT,3331,3331,True,12144.0,1096.5,0.0,68.32,False,no_calculator
923847,2025-11-07,pre_dlv_2026,IT,20098,20098,True,11215.9,756.4743,0.0,63.7763,True,beurteilbar_pre
923838,2025-11-07,pre_dlv_2026,ES,46890,46890,True,22397.31,2088.04,0.0,87.36,False,no_calculator
923838,2025-11-07,pre_dlv_2026,ES,46890,46890,True,1565.12,334.56,0.0,6.24,False,no_calculator
4251003365,2025-11-07,pre_dlv_2026,GR,320 11,32011,True,1012.7,301.5333,6.6373,5.797,False,no_calculator
4251003365,2025-11-07,pre_dlv_2026,GR,194 00,19400,True,650.38,178.0867,4.2627,3.723,False,no_calculator
923847,2025-11-07,pre_dlv_2026,IT,25037,25037,True,2128.0,260.26,0.0,12.32,False,beurteilbar_pre
923847,2025-11-07,pre_dlv_2026,IT,59100,59100,True,4309.2,561.0,0.0,24.64,False,beurteilbar_pre
923847,2025-11-07,pre_dlv_2026,IT,48022,48022,True,3391.6,492.32,0.0,19.04,False,beurteilbar_pre
923847,2025-11-07,pre_dlv_2026,IT,20098,20098,True,11.2,0.7557,0.0,0.0637,True,beurteilbar_pre
923866,2025-11-10,pre_dlv_2026,BE,3630,3630,True,1064.0,147.55,13.65,6.38,False,no_calculator
923861,2025-11-11,pre_dlv_2026,ES,46890,46890,True,20053.5,2030.1,0.0,78.39,False,no_calculator
923867,2025-11-11,pre_dlv_2026,AT,4020,4020,True,3192.0,506.02,0.0,17.92,False,no_calculator
923861,2025-11-11,pre_dlv_2026,ES,08700,08700,True,5135.0,419.12,0.0,20.28,False,no_calculator
923867,2025-11-11,pre_dlv_2026,AT,5400,5400,True,1013.65,196.86,0.0,6.16,False,no_calculator
923846,2025-11-12,pre_dlv_2026,BE,4480,4480,True,1005.0,146.96,14.28,6.38,False,no_calculator
923846,2025-11-12,pre_dlv_2026,BE,8790,8790,True,500.13,94.26,9.17,3.48,False,no_calculator
923866,2025-11-12,pre_dlv_2026,BE,8710,8710,True,210.4,50.99,4.72,1.74,False,no_calculator
923846,2025-11-12,pre_dlv_2026,BE,8900,8900,True,134.28,33.86,3.3,1.16,False,no_calculator
923868,2025-11-12,pre_dlv_2026,IT,20098,20098,True,2507.24,267.8,0.0,14.56,False,beurteilbar_pre
923866,2025-11-13,pre_dlv_2026,BE,7700,7700,True,1064.0,147.55,13.65,6.38,False,no_calculator
923846,2025-11-13,pre_dlv_2026,BE,8560,8560,True,1324.04,187.04,18.19,8.12,False,no_calculator
4251004802,2025-11-13,pre_dlv_2026,GR,320 11,32011,True,1779.07,514.08,11.54,10.08,False,no_calculator
4251004803,2025-11-14,pre_dlv_2026,GR,564 30,56430,True,2651.5,673.9795,16.8269,14.9325,False,no_calculator
4251004803,2025-11-14,pre_dlv_2026,GR,570 22,57022,True,221.4,81.6648,1.405,1.2469,False,no_calculator
923868,2025-11-14,pre_dlv_2026,IT,48022,48022,True,4256.0,548.25,0.0,24.08,False,beurteilbar_pre
923868,2025-11-14,pre_dlv_2026,IT,21050,21050,True,4256.0,372.81,0.0,24.08,False,beurteilbar_pre
4251004803,2025-11-14,pre_dlv_2026,GR,570 13,57013,True,1900.05,492.8948,12.0581,10.7006,False,no_calculator
923861,2025-11-14,pre_dlv_2026,ES,46890,46890,True,10102.34,1228.08,0.0,39.78,False,no_calculator
923868,2025-11-14,pre_dlv_2026,IT,74019,74019,True,2941.92,905.7,0.0,16.8,False,beurteilbar_pre
923867,2025-11-14,pre_dlv_2026,AT,8200,8200,True,221.4,67.52,0.0,1.68,False,no_calculator
923867,2025-11-14,pre_dlv_2026,AT,3331,3331,True,12144.0,1096.5,0.0,68.32,False,no_calculator
923868,2025-11-14,pre_dlv_2026,IT,59100,59100,True,6648.41,635.83,0.0,37.52,False,beurteilbar_pre
923868,2025-11-14,pre_dlv_2026,IT,20098,20098,True,7194.39,499.68,0.0,40.32,False,beurteilbar_pre
923861,2025-11-14,pre_dlv_2026,ES,46890,46890,True,22044.31,2088.04,0.0,86.19,False,no_calculator
923861,2025-11-14,pre_dlv_2026,ES,08310,08310,True,3192.0,323.2,0.0,12.48,False,no_calculator
923867,2025-11-14,pre_dlv_2026,AT,5400,5400,True,250.56,56.2,0.0,1.68,False,no_calculator
923902,2025-11-17,pre_dlv_2026,AT,4860,4860,True,5672.8,562.33,0.0,31.92,False,no_calculator
923903,2025-11-17,pre_dlv_2026,IT,24050,24050,True,9576.0,675.84,0.0,53.76,False,beurteilbar_pre
923866,2025-11-17,pre_dlv_2026,BE,9600,9600,True,1263.6,174.37,16.13,7.54,False,no_calculator
923901,2025-11-18,pre_dlv_2026,BE,8790,8790,True,0.0,94.195,8.7033,5.9842,False,t_zero
923901,2025-11-18,pre_dlv_2026,BE,8790,8790,True,0.0,344.025,31.7867,21.8558,False,t_zero
923900,2025-11-18,pre_dlv_2026,ES,46890,46890,True,12717.42,1541.25,0.0,49.92,False,no_calculator
923903,2025-11-18,pre_dlv_2026,IT,59100,59100,True,3703.33,503.88,0.0,21.28,False,beurteilbar_pre
923903,2025-11-19,pre_dlv_2026,IT,20098,20098,True,2088.94,244.23,0.0,11.76,False,beurteilbar_pre
923901,2025-11-20,pre_dlv_2026,BE,8880,8880,True,1064.0,147.76,13.65,6.38,False,no_calculator
923901,2025-11-20,pre_dlv_2026,BE,1500,1500,True,245.07,51.07,4.72,1.74,False,no_calculator
923901,2025-11-20,pre_dlv_2026,BE,8560,8560,True,2386.5,250.97,23.19,13.92,False,no_calculator
923901,2025-11-20,pre_dlv_2026,BE,8790,8790,True,2128.0,230.05,21.26,12.76,False,no_calculator
923901,2025-11-20,pre_dlv_2026,BE,9800,9800,True,3525.88,350.75,32.41,20.88,False,no_calculator
923901,2025-11-20,pre_dlv_2026,BE,8790,8790,True,1105.1,161.2,14.89,6.96,False,no_calculator
923901,2025-11-20,pre_dlv_2026,BE,8531,8531,True,134.28,34.05,3.15,1.16,False,no_calculator
923901,2025-11-20,pre_dlv_2026,BE,9600,9600,True,5219.3,391.15,36.14,30.74,False,no_calculator
