system;invoice;datum;dest;postcode;postcode_area;kg;ldm;fracht;diesel;lsz;ausfuhr;ssd;total_shipment
DINAS;RECHNUNG03775241.pdf;17.07.25;GB-NG18 4LN;NG18;NG;8100.0;5.4;1326.85;0;0.0;0.0;15.0;1341.85
DINAS;RECHNUNG03775241.pdf;17.07.25;GB-SK23 7SP;SK23;SK;24000.0;13.6;2715.75;0;0.0;0.0;15.0;2730.75
DINAS;RECHNUNG03775241.pdf;18.07.25;GB-BA3 4BS;BA3;BA;0.0;0.0;250.56;0;0.0;0.0;15.0;265.56
DINAS;RECHNUNG03775241.pdf;18.07.25;GB-BA3 4BS;BA3;BA;5400.0;3.6;520.66;0;0.0;0.0;15.0;535.66
DINAS;RECHNUNG03775733.pdf;01.08.25;GB-CV5 9PF;CV5;CV;1800.0;1.2;393.2;0;1.2;15.0;15.0;424.4
DINAS;RECHNUNG03776358.pdf;06.08.25;GB-CB9 8PR;CB9;CB;750.0;0.5;210.55;0;1.2;15.0;15.0;241.75
DINAS;RECHNUNG03776476.pdf;31.07.25;GB-RM20 4AL;RM20;RM;1200.0;0.8;289.4;0;0.0;0.0;15.0;304.4
DINAS;RECHNUNG03776476.pdf;01.08.25;GB-WN3 6X;WN3;WN;1200.0;0.8;292.85;0;0.0;0.0;15.0;307.85
DINAS;RECHNUNG03776476.pdf;05.08.25;GB-M17 1 MANCHESTER;M17;M;2400.0;1.6;499.45;0;0.0;0.0;15.0;514.45
DINAS;RECHNUNG03776476.pdf;06.08.25;GB-LE67 1LE;LE67;LE;1200.0;0.8;289.4;0;0.0;0.0;15.0;304.4
DINAS;RECHNUNG03776476.pdf;06.08.25;GB-RM20 4AL;RM20;RM;600.0;0.4;154.55;0;0.0;0.0;15.0;169.55
DINAS;RECHNUNG03776476.pdf;07.08.25;GB-M17 1 MANCHESTER;M17;M;1800.0;1.2;410.35;0;0.0;0.0;15.0;425.35
DINAS;RECHNUNG03776476.pdf;12.08.25;GB-TF2 7NB;TF2;TF;2400.0;1.6;532.7;0;0.0;0.0;15.0;547.7
DINAS;RECHNUNG03776476.pdf;07.08.25;GB-PE29 7 HUNTINGDON;PE29;PE;1200.0;0.8;286.9;0;0.0;0.0;15.0;301.9
DINAS;RECHNUNG03776718.pdf;06.08.25;GB-LE42B;LE42;LE;600.0;0.4;154.55;0;0.9;15.0;15.0;185.45000000000002
DINAS;RECHNUNG03776718.pdf;06.08.25;GB-LE42B;LE42;LE;600.0;0.4;154.55;0;0.9;15.0;15.0;185.45000000000002
DINAS;RECHNUNG03776718.pdf;08.08.25;GB-CV5 9PF;CV5;CV;600.0;0.4;154.55;0;0.9;15.0;15.0;185.45000000000002
DINAS;RECHNUNG03776718.pdf;11.08.25;GB-CV5 9PF;CV5;CV;600.0;0.4;154.55;0;0.9;15.0;15.0;185.45000000000002
DINAS;RECHNUNG03776753.pdf;30.07.25;GB-PE25 3SN;PE25;PE;5400.0;3.6;958.95;0;0.0;0.0;15.0;973.95
DINAS;RECHNUNG03776753.pdf;31.07.25;GB-PE198 BUSINESS;PE19;PE;0.0;0.0;2463.15;0;0.0;0.0;15.0;2478.15
DINAS;RECHNUNG03776753.pdf;01.08.25;GB-SK1 4NB;SK1;SK;7200.0;4.8;1196.8;0;0.0;0.0;15.0;1211.8
DINAS;RECHNUNG03776753.pdf;31.07.25;GB-SK23 7SP;SK23;SK;0.0;0.0;791.25;0;0.0;0.0;15.0;806.25
DINAS;RECHNUNG03776753.pdf;31.07.25;GB-OL12 9EF;OL12;OL;0.0;0.0;883.3;0;0.0;0.0;15.0;898.3
DINAS;RECHNUNG03776753.pdf;31.07.25;GB-EX14 1SD;EX14;EX;4800.0;3.2;877.3;0;0.0;0.0;15.0;892.3
DINAS;RECHNUNG03776753.pdf;25.07.25;GB-BA3 4BS;BA3;BA;1200.0;0.8;200.51;0;0.0;0.0;15.0;215.51
DINAS;RECHNUNG03776753.pdf;01.08.25;GB-BA3 4BS;BA3;BA;6000.0;4.0;1002.54;0;0.0;0.0;15.0;1017.54
DINAS;RECHNUNG03776753.pdf;31.07.25;GB-PE25 3SN;PE25;PE;5400.0;3.6;958.95;0;0.0;0.0;15.0;973.95
DINAS;RECHNUNG03776940.pdf;15.08.25;GB-LE671 ELLISTOWN;LE67;LE;600.0;0.4;154.55;0;0.6;15.0;15.0;185.15
